maker,used_years,total_distance_km,power_source,displacement_cc,max_power_ps,fuel_economy_kmpl,repair_count,body_color,trim_level,resale_price_manwon
라온,5,84980,하이브리드,1474,170,24.0,0,화이트,플러스,2569.9
,13,184821,하이브리드,3023,358,3.4,1,화이트,스탠다드,433.0
한빛,7,125995,전기,2975,243,12.0,1,그외,플러스,2495.4
한빛,0,36283,경유,2168,197,13.6,0,실버,프리미엄,11990.9
가온,2,26873,경유,3104,276,9.2,0,블랙,스탠다드,6516.9
라온,7,79454,경유,1525,206,17.2,2,실버,프리미엄,3412.5
가온,9,136993,경유,2559,263,12.3,1,화이트,스탠다드,1873.0
라온,3,58137,휘발유,1185,139,22.9,1,화이트,프리미엄,4002.2
가온,11,175393,휘발유,980,81,19.3,3,실버,스탠다드,1197.2
라온,2,12329,전기,2720,224,11.3,3,,플러스,4727.2
한빛,12,195118,경유,2733,270,7.8,0,그외,플러스,1301.7
한빛,12,177685,휘발유,2374,232,12.7,1,그외,프리미엄,1368.7
다온,13,226735,휘발유,3049,304,16.3,0,화이트,플러스,694.5
한빛,14,202596,경유,2776,288,13.4,3,블랙,스탠다드,647.8
가온,13,205888,휘발유,2380,244,8.6,0,그외,플러스,755.1
한빛,2,37790,경유,3259,347,13.7,0,실버,프리미엄,8794.8
다온,10,220369,휘발유,1347,150,17.7,2,실버,스탠다드,878.5
라온,3,88231,휘발유,1442,185,20.8,0,실버,프리미엄,4314.9
한빛,3,21830,전기,2297,262,8.9,2,화이트,플러스,4477.2
한빛,10,133074,하이브리드,2478,158,18.2,2,그외,플러스,1082.8
가온,14,203234,전기,1067,109,16.7,1,블랙,스탠다드,865.6
,15,291617,,980,129,24.0,2,화이트,프리미엄,641.3
가온,3,73421,하이브리드,3099,305,8.5,0,실버,플러스,5303.0
한빛,3,43203,휘발유,994,159,20.0,0,실버,스탠다드,2884.4
한빛,4,900,하이브리드,2504,218,10.1,3,그외,플러스,2997.1
라온,8,158557,하이브리드,2866,296,10.5,2,블랙,프리미엄,1774.0
한빛,15,263048,,2981,270,5.3,3,그외,,762.6
다온,0,64489,하이브리드,1615,170,20.2,4,실버,스탠다드,3844.6
가온,8,151929,전기,2400,281,18.4,0,블랙,프리미엄,3085.0
다온,11,140291,휘발유,3008,262,10.8,0,실버,스탠다드,1163.1
라온,2,95587,전기,2219,182,19.3,0,실버,플러스,4855.3
한빛,13,186151,휘발유,2021,162,16.1,0,화이트,프리미엄,1665.2
한빛,6,900,하이브리드,2233,196,17.5,0,그외,플러스,2788.4
다온,0,900,경유,1387,163,20.6,0,블랙,프리미엄,9769.9
라온,0,48156,휘발유,1838,218,15.5,0,블랙,프리미엄,7363.1
라온,15,237887,휘발유,1621,141,13.6,3,화이트,플러스,695.3
한빛,11,196680,경유,1821,195,15.9,0,블랙,스탠다드,1422.6
다온,9,139905,하이브리드,2212,259,17.5,2,화이트,프리미엄,1632.4
가온,1,900,하이브리드,3140,283,15.6,4,화이트,플러스,5731.8
라온,15,218042,전기,2177,221,15.5,1,화이트,프리미엄,810.7
가온,11,134796,경유,980,91,15.1,2,실버,프리미엄,1504.5
한빛,14,199416,경유,2790,212,13.2,0,그외,스탠다드,938.0
가온,7,19802,하이브리드,2952,331,17.3,0,그외,플러스,2537.7
다온,0,41700,하이브리드,4200,376,3.0,0,화이트,프리미엄,8504.6
,12,146967,경유,3143,260,10.4,0,그외,플러스,1251.8
한빛,6,57794,하이브리드,2926,283,7.3,1,그외,플러스,2786.5
,15,211158,경유,1999,224,14.5,2,실버,프리미엄,1519.5
가온,4,66512,전기,4172,430,3.0,1,블랙,프리미엄,5946.7
한빛,3,900,경유,2400,247,17.0,2,그외,스탠다드,4303.9
라온,15,254287,휘발유,3779,377,6.5,0,블랙,프리미엄,675.3
가온,6,120797,휘발유,3018,260,8.5,4,그외,프리미엄,2808.7
다온,12,179705,경유,1686,197,21.1,0,그외,프리미엄,1716.2
라온,2,66765,경유,2590,292,12.6,0,화이트,플러스,6374.3
가온,3,39068,전기,2159,124,15.6,1,블랙,프리미엄,6186.0
한빛,1,21310,전기,3743,381,3.0,0,화이트,프리미엄,8773.0
가온,1,900,전기,1752,154,18.1,2,그외,프리미엄,7715.4
가온,0,56547,경유,2329,231,16.6,0,그외,스탠다드,8194.4
한빛,11,151651,휘발유,4021,409,10.0,1,그외,스탠다드,945.0
한빛,8,107973,하이브리드,980,84,21.0,0,실버,프리미엄,2809.6
한빛,4,91405,하이브리드,1952,214,15.0,1,블랙,프리미엄,4827.9
다온,1,34917,경유,3071,352,8.3,1,그외,스탠다드,5923.2
라온,2,27675,경유,3444,372,8.0,2,블랙,플러스,6596.6
한빛,7,130287,하이브리드,1726,189,15.0,0,실버,프리미엄,2670.9
한빛,7,95090,경유,2115,187,14.6,1,실버,스탠다드,2150.0
가온,3,85116,경유,2703,301,16.3,1,블랙,스탠다드,5249.2
가온,5,83559,하이브리드,1437,137,20.0,0,그외,스탠다드,2554.2
한빛,3,56055,하이브리드,4200,355,3.6,3,블랙,플러스,4064.8
가온,0,900,경유,2122,169,16.1,1,그외,플러스,9786.0
다온,10,167639,경유,1739,132,13.8,0,블랙,프리미엄,1884.4
다온,13,219424,전기,2379,264,8.5,0,그외,스탠다드,819.9
라온,11,173034,전기,2796,272,12.3,0,그외,프리미엄,1633.7
다온,9,131829,하이브리드,3569,301,12.1,0,,스탠다드,1654.7
가온,2,142699,경유,980,70,24.0,2,그외,프리미엄,8009.6
한빛,12,255686,경유,2151,240,17.2,0,그외,플러스,1312.6
다온,10,141498,휘발유,2153,173,15.3,0,화이트,스탠다드,766.8
라온,15,211598,전기,3322,327,12.7,0,실버,프리미엄,695.8
라온,15,257236,경유,998,82,16.3,2,화이트,스탠다드,250.1
가온,7,170344,전기,1610,161,18.2,0,블랙,프리미엄,3210.1
가온,8,172154,경유,3299,334,12.3,0,화이트,스탠다드,2187.8
한빛,11,162614,휘발유,2503,189,17.2,0,실버,플러스,954.9
가온,13,194113,전기,980,98,23.6,3,실버,프리미엄,1369.8
가온,12,199436,휘발유,1304,106,24.0,0,블랙,스탠다드,699.0
라온,8,209538,휘발유,1504,200,19.6,0,실버,스탠다드,1356.1
,8,126208,경유,3146,260,9.5,3,블랙,프리미엄,2737.7
다온,14,148311,휘발유,2690,262,11.8,0,그외,스탠다드,485.1
다온,4,103190,휘발유,2082,241,16.1,0,실버,스탠다드,2011.3
다온,12,263670,하이브리드,2982,356,12.0,2,블랙,스탠다드,836.4
가온,6,62380,전기,2780,209,13.7,0,그외,스탠다드,2948.3
라온,0,54405,휘발유,3306,289,15.3,0,화이트,스탠다드,4821.6
한빛,2,7394,하이브리드,2406,272,20.6,1,실버,프리미엄,5856.3
한빛,7,128817,하이브리드,1627,168,14.0,3,블랙,스탠다드,1886.6
라온,4,99301,전기,2397,243,15.3,0,화이트,스탠다드,3140.1
한빛,2,22437,휘발유,980,99,13.2,3,실버,플러스,3527.5
다온,4,107940,휘발유,3267,294,10.6,2,화이트,,2935.1
다온,1,45487,하이브리드,3288,331,13.3,0,블랙,스탠다드,4286.2
가온,11,168042,경유,2216,193,10.9,0,실버,프리미엄,2437.9
한빛,11,213340,전기,2696,266,14.4,2,블랙,스탠다드,974.6
한빛,13,138575,전기,3722,338,7.3,0,화이트,스탠다드,877.2
가온,14,169490,전기,2297,229,19.7,0,화이트,플러스,986.0
다온,11,160154,하이브리드,3882,408,3.8,0,실버,플러스,1354.7
한빛,11,147846,휘발유,3192,299,10.0,0,실버,프리미엄,1556.9
한빛,12,223177,휘발유,2902,310,12.7,1,실버,플러스,1068.7
다온,13,163236,경유,2091,206,16.2,4,그외,플러스,919.6
한빛,6,82770,경유,3481,366,12.1,0,실버,프리미엄,5270.1
한빛,12,171019,휘발유,2020,192,13.2,0,실버,플러스,805.2
다온,14,170263,휘발유,1724,209,19.4,0,블랙,플러스,577.0
다온,14,280310,전기,3115,269,14.6,3,실버,프리미엄,1039.1
한빛,12,218923,하이브리드,2987,255,14.8,0,실버,스탠다드,1071.0
라온,0,33200,경유,3668,299,8.3,2,블랙,플러스,8961.2
,12,184459,하이브리드,4187,422,4.4,0,실버,스탠다드,504.4
,5,109935,하이브리드,2258,254,16.5,1,블랙,스탠다드,2474.6
가온,10,145073,하이브리드,2062,172,16.7,1,그외,플러스,1482.5
라온,13,140726,전기,2331,239,14.8,1,실버,스탠다드,729.7
다온,15,255633,휘발유,4195,430,11.7,2,블랙,플러스,108.7
가온,10,98141,하이브리드,3311,278,11.5,1,블랙,플러스,1715.5
가온,5,87007,전기,3136,277,8.8,0,실버,플러스,3841.7
한빛,5,100279,전기,2415,212,18.0,0,블랙,스탠다드,2714.3
라온,6,70392,전기,2797,212,18.0,0,실버,스탠다드,2317.7
한빛,2,129395,휘발유,3839,336,13.0,0,화이트,스탠다드,3766.6
라온,1,9223,하이브리드,2525,221,17.6,0,실버,플러스,5608.1
라온,13,230981,휘발유,2265,241,14.7,0,실버,스탠다드,582.8
가온,4,65466,휘발유,3361,366,9.1,0,화이트,스탠다드,3268.7
다온,4,64801,경유,2613,294,17.2,0,블랙,플러스,4506.4
라온,8,60510,휘발유,3332,286,12.1,0,화이트,스탠다드,1093.3
가온,8,85203,하이브리드,2245,264,10.5,2,화이트,프리미엄,2658.7
가온,11,193174,휘발유,3906,363,4.4,0,블랙,스탠다드,1149.7
라온,6,104032,,2160,196,16.0,0,실버,플러스,2529.0
한빛,7,88320,경유,2446,206,10.5,1,그외,스탠다드,2244.4
한빛,12,216259,휘발유,3977,380,4.2,0,그외,프리미엄,1307.5
다온,15,275547,하이브리드,2978,328,12.1,0,그외,스탠다드,279.7
다온,1,900,전기,2991,243,15.9,0,화이트,플러스,5338.8
한빛,14,208930,휘발유,2255,297,15.1,2,블랙,프리미엄,791.7
가온,3,97441,경유,2190,235,11.5,1,블랙,스탠다드,4621.9
가온,9,153221,휘발유,2597,230,9.9,2,블랙,플러스,1479.2
한빛,8,162172,전기,4200,351,10.0,1,화이트,프리미엄,2765.3
다온,6,84081,전기,2550,269,12.9,1,실버,프리미엄,2948.9
가온,1,94565,전기,2394,242,11.4,2,화이트,스탠다드,5119.1
한빛,3,69150,하이브리드,2665,342,15.0,2,실버,프리미엄,5207.8
가온,7,127776,,1205,162,17.3,0,실버,스탠다드,2548.1
라온,9,86276,휘발유,1457,159,15.0,0,그외,프리미엄,1601.9
라온,15,242009,하이브리드,2426,178,16.4,3,블랙,스탠다드,451.9
한빛,10,149612,전기,2143,269,14.9,0,블랙,프리미엄,2158.3
한빛,5,132022,,2275,215,17.8,0,블랙,프리미엄,5880.7
,14,264584,휘발유,2342,245,13.3,1,화이트,플러스,803.9
한빛,6,63584,휘발유,2833,329,15.8,2,실버,프리미엄,2944.3
한빛,14,241848,하이브리드,1139,100,15.7,4,블랙,스탠다드,505.5
라온,6,163050,하이브리드,1740,175,12.2,0,그외,플러스,2509.5
다온,2,25677,경유,1314,146,20.2,0,화이트,스탠다드,4599.1
한빛,10,146857,경유,2240,193,22.7,0,그외,스탠다드,1126.6
한빛,8,125776,경유,1534,179,21.6,0,그외,프리미엄,3480.8
가온,4,67840,전기,2587,284,13.9,0,실버,프리미엄,5696.1
다온,12,175264,하이브리드,1670,223,21.6,0,그외,프리미엄,1029.6
한빛,3,76799,하이브리드,980,88,17.2,0,블랙,플러스,4508.7
라온,9,90240,전기,1644,174,17.2,2,블랙,플러스,1581.2
가온,1,900,휘발유,2138,250,11.8,0,화이트,플러스,5550.5
가온,8,147829,전기,2412,135,14.1,0,실버,프리미엄,2948.1
한빛,7,126149,하이브리드,2790,222,9.3,0,실버,스탠다드,1796.1
,6,133311,휘발유,2636,238,14.5,2,실버,프리미엄,3104.7
한빛,14,254940,하이브리드,3124,414,9.8,0,블랙,프리미엄,1282.3
한빛,9,117744,경유,2591,272,11.9,0,실버,플러스,2834.8
한빛,15,225789,휘발유,2700,241,11.7,1,실버,플러스,663.6
한빛,15,298442,전기,1212,162,16.4,0,그외,플러스,791.0
라온,10,91505,경유,980,131,22.4,0,화이트,프리미엄,1801.1
다온,13,201315,하이브리드,3648,336,4.3,0,,스탠다드,753.0
다온,3,63546,경유,2539,266,13.6,0,화이트,프리미엄,6484.7
한빛,14,233040,전기,2190,253,16.5,4,블랙,스탠다드,553.2
가온,14,219735,전기,4200,430,7.3,0,블랙,프리미엄,1429.6
,11,141059,전기,2370,221,16.2,0,블랙,프리미엄,1767.2
가온,0,900,경유,1504,244,17.5,2,실버,스탠다드,6907.1
가온,11,94449,전기,3090,259,7.3,2,실버,프리미엄,1831.8
라온,11,222489,휘발유,1980,195,11.8,2,블랙,프리미엄,915.7
라온,1,54088,경유,2656,304,12.2,2,화이트,스탠다드,5560.3
한빛,7,132575,휘발유,2071,222,17.3,4,그외,,831.6
한빛,12,110516,하이브리드,3099,319,15.2,2,실버,프리미엄,1486.6
가온,10,145808,,2570,280,9.5,0,실버,프리미엄,2251.1
한빛,13,139398,경유,3397,387,7.7,3,블랙,프리미엄,1168.7
가온,3,41754,전기,2111,263,18.1,1,블랙,스탠다드,3794.2
한빛,6,177597,휘발유,3048,287,9.2,0,실버,플러스,2442.1
라온,8,182399,경유,2121,219,20.7,0,그외,,1731.1
다온,7,102458,경유,3841,414,8.7,3,그외,스탠다드,1831.8
가온,15,264171,하이브리드,2074,224,18.8,0,,스탠다드,517.5
라온,13,180757,경유,2170,153,14.2,0,블랙,프리미엄,1445.3
다온,9,95529,하이브리드,2301,200,12.3,0,블랙,프리미엄,1808.6
다온,6,132547,전기,3623,386,7.8,0,실버,프리미엄,3237.9
다온,2,42067,전기,1340,148,15.8,1,,프리미엄,5418.6
가온,15,252732,경유,3720,339,4.8,0,화이트,플러스,782.5
,7,162194,휘발유,4132,343,11.4,0,블랙,스탠다드,1415.7
한빛,6,119495,하이브리드,2443,171,18.7,0,,스탠다드,2406.6
한빛,2,48954,하이브리드,1597,125,12.1,3,그외,플러스,4252.9
다온,0,900,하이브리드,3468,389,8.6,2,블랙,프리미엄,7436.4
한빛,8,103986,경유,2699,281,14.7,2,그외,플러스,2537.4
한빛,2,52365,전기,2828,286,12.9,0,,스탠다드,4685.3
라온,0,29489,경유,2936,278,14.9,4,그외,스탠다드,5636.9
가온,6,68353,경유,2239,162,12.2,0,그외,플러스,4152.9
라온,14,222581,하이브리드,3759,381,11.8,0,화이트,플러스,734.2
한빛,13,196966,휘발유,2602,318,10.7,4,블랙,프리미엄,714.3
라온,1,4546,전기,1962,211,12.8,0,블랙,플러스,5695.0
가온,7,63573,휘발유,2616,224,10.8,0,실버,스탠다드,1880.9
라온,4,64826,휘발유,1596,181,13.7,0,실버,스탠다드,2440.7
라온,1,28916,하이브리드,1991,229,14.7,0,블랙,스탠다드,4535.4
가온,8,135573,경유,1691,117,18.5,0,실버,스탠다드,2141.7
가온,15,200472,하이브리드,4200,430,8.5,4,그외,,486.4
,0,900,전기,980,70,24.0,0,블랙,프리미엄,8948.1
가온,15,198559,하이브리드,3023,244,8.5,3,블랙,스탠다드,531.2
가온,0,43200,하이브리드,3395,339,7.6,0,,스탠다드,6223.0
라온,6,70761,경유,2805,326,18.9,3,그외,프리미엄,3955.9
라온,5,52382,하이브리드,2328,238,10.6,1,블랙,플러스,2880.2
