months_joined,plan_term,pay_method,net_product,monthly_fee_won,total_paid_won,data_gb,cs_calls,addon_count,left_service
63,12개월,지류고지서,없음,140715,8272927,102,4,3,0
13,24개월,계좌이체,없음,87913,1218900,388,0,0,0
50,12개월,계좌이체,광랜,148329,7515363,472,0,2,1
54,24개월,카드,기가,141644,미확인,116,6,4,0
59,12개월,지류고지서,없음,82690,5289570,32,8,4,0
61,무약정,지류고지서,없음,65887,4699474,315,7,2,0
63,24개월,계좌이체,기가,,3938715,430,0,3,0
48,무약정,계좌이체,없음,114318,5406691,,1,5,0
66,무약정,지류고지서,기가,57504,3682448,233,5,1,0
30,무약정,카드,광랜,82836,2270802,285,7,4,1
12,24개월,카드,광랜,59423,767800,135,2,1,1
33,24개월,카드,없음,123409,3444008,454,0,3,0
39,무약정,계좌이체,기가,78598,3072659,236,9,2,1
15,24개월,계좌이체,광랜,,1154262,485,8,0,1
10,24개월,계좌이체,없음,48105,481512,466,0,3,0
52,무약정,계좌이체,,109086,5685187,337,9,4,1
29,무약정,카드,없음,99260,2943090,164,3,0,0
56,무약정,계좌이체,기가,50882,3048854,248,1,3,1
7,무약정,카드,기가,70029,533476,442,4,5,1
27,24개월,카드,기가,129395,3764801,438,9,3,1
4,무약정,계좌이체,광랜,103759,382654,335,2,0,0
39,12개월,계좌이체,광랜,122199,3878444,396,1,5,1
15,24개월,계좌이체,없음,80134,1340758,68,3,0,0
49,24개월,카드,광랜,134018,6669579,80,10,0,1
37,무약정,카드,기가,60916,2394769,179,10,2,1
13,24개월,지류고지서,광랜,97832,1517273,190,8,0,1
29,,계좌이체,광랜,108800,2936760,84,5,3,1
27,무약정,카드,기가,77713,2511996,474,0,2,0
18,12개월,지류고지서,없음,90820,1469820,107,9,4,1
28,12개월,계좌이체,광랜,80253,2223791,159,0,4,1
40,무약정,지류고지서,,97344,4065518,467,4,3,1
31,12개월,지류고지서,광랜,138689,4286408,165,4,4,1
1,24개월,지류고지서,없음,68121,61409,146,9,4,1
70,24개월,계좌이체,광랜,19000,1391956,325,2,3,0
65,무약정,계좌이체,광랜,103064,6070163,138,3,4,0
30,무약정,지류고지서,없음,83413,2438149,193,7,4,0
73,12개월,계좌이체,없음,63212,4120669,36,4,4,0
34,24개월,계좌이체,없음,86431,2945024,142,8,,0
24,12개월,계좌이체,없음,81989,1714318,162,2,5,0
21,24개월,지류고지서,기가,114801,2338716,219,0,4,0
65,무약정,카드,기가,88905,5017002,225,1,0,0
66,24개월,지류고지서,기가,62525,4610628,501,1,3,0
31,12개월,계좌이체,없음,19000,523993,249,3,3,0
3,24개월,카드,없음,152000,475537,61,7,0,1
39,24개월,계좌이체,없음,98828,4125124,31,6,5,0
45,24개월,지류고지서,,72136,2777819,355,1,5,1
55,12개월,계좌이체,광랜,82401,4478683,161,3,0,0
69,12개월,카드,기가,94857,5876277,234,8,2,1
4,12개월,계좌이체,없음,68320,307939,224,0,3,1
4,24개월,지류고지서,없음,85215,345520,445,7,4,1
12,24개월,카드,광랜,97187,1158891,280,5,2,1
54,12개월,카드,없음,118681,6404846,189,10,2,1
52,24개월,지류고지서,없음,54113,2974336,49,9,2,0
61,24개월,카드,,70929,,271,5,,0
42,12개월,지류고지서,기가,94979,3802804,253,8,0,1
58,24개월,지류고지서,기가,138319,8099033,259,5,5,0
43,24개월,지류고지서,광랜,133144,,297,2,2,1
59,12개월,계좌이체,광랜,80050,4993814,32,2,4,0
64,24개월,,광랜,51372,3543139,231,9,2,0
54,무약정,계좌이체,없음,70800,3814223,315,7,4,1
13,24개월,지류고지서,광랜,83127,1101269,390,4,2,0
7,24개월,지류고지서,기가,128449,857178,427,4,3,1
53,무약정,카드,기가,111501,6504262,455,0,1,0
30,24개월,카드,광랜,52921,1720078,68,4,4,0
65,무약정,계좌이체,없음,95810,6770777,330,3,3,0
22,24개월,카드,광랜,90315,2026915,211,3,,0
58,무약정,카드,기가,104907,6350275,241,5,4,0
11,무약정,계좌이체,없음,84407,,34,0,1,1
64,무약정,카드,없음,141930,9930927,234,3,0,0
5,12개월,계좌이체,광랜,90147,568095,322,4,5,1
20,24개월,계좌이체,없음,91634,1922017,148,6,,1
69,12개월,카드,없음,77233,5189551,236,2,4,0
70,무약정,지류고지서,광랜,121733,7739201,361,1,1,1
23,24개월,계좌이체,없음,76203,1873117,249,1,4,1
17,,지류고지서,없음,66879,1094213,421,5,0,1
73,24개월,계좌이체,없음,57771,4613303,42,6,1,0
38,24개월,카드,광랜,126122,4319023,56,6,0,1
63,24개월,카드,없음,91573,5361971,226,0,3,1
55,24개월,지류고지서,기가,68517,3486187,449,0,5,0
62,12개월,계좌이체,없음,69564,4252206,425,0,4,0
66,12개월,카드,기가,88341,6076828,141,5,3,0
34,12개월,카드,기가,29046,1139535,161,0,2,0
30,24개월,지류고지서,없음,50621,1685713,123,0,3,0
7,무약정,카드,없음,91725,683845,428,6,3,1
33,무약정,지류고지서,기가,122175,3885106,471,0,0,1
64,무약정,계좌이체,광랜,127216,8089498,25,7,4,0
16,24개월,지류고지서,광랜,152000,2486364,120,9,3,1
12,24개월,카드,광랜,53394,691489,138,10,2,1
6,24개월,계좌이체,없음,67745,409651,321,9,3,1
29,24개월,카드,기가,152000,4913078,108,9,5,1
48,24개월,계좌이체,없음,109351,5760946,482,7,4,0
30,무약정,계좌이체,없음,19000,631821,64,,2,0
34,12개월,계좌이체,광랜,77565,2630703,183,10,5,1
48,12개월,지류고지서,,19000,1006174,359,2,3,1
28,24개월,지류고지서,기가,83398,2312189,363,10,3,1
40,12개월,계좌이체,광랜,80024,3348587,369,,1,0
67,24개월,카드,기가,107898,7562207,374,3,0,0
8,무약정,계좌이체,기가,92902,776347,226,7,2,1
49,24개월,카드,없음,142506,,428,1,3,0
20,,카드,광랜,84054,1600452,358,8,1,1
39,무약정,계좌이체,없음,82704,3450424,491,7,2,0
1,24개월,계좌이체,기가,19620,21327,321,2,2,1
9,24개월,계좌이체,광랜,112888,965926,445,4,1,1
18,24개월,계좌이체,광랜,88967,-,204,9,0,1
71,무약정,지류고지서,광랜,105765,5218153,458,0,3,1
20,무약정,계좌이체,광랜,105956,1694531,459,4,3,1
19,24개월,카드,광랜,100588,2099001,493,0,3,0
56,12개월,카드,없음,100744,5401707,244,4,0,0
41,12개월,지류고지서,기가,149645,6685259,112,1,2,1
26,무약정,지류고지서,없음,56560,1600578,171,10,1,1
22,12개월,지류고지서,없음,19000,407300,392,0,5,0
64,12개월,지류고지서,없음,64057,,217,8,3,0
17,12개월,지류고지서,광랜,79643,1284892,47,3,3,1
30,24개월,계좌이체,광랜,92822,2868235,21,5,0,0
14,무약정,지류고지서,광랜,31280,391877,499,9,1,1
38,24개월,지류고지서,광랜,127795,5166620,503,1,0,1
59,12개월,지류고지서,광랜,68050,4266115,491,2,0,1
40,12개월,계좌이체,광랜,63261,2619187,176,4,1,0
9,24개월,지류고지서,광랜,54980,528909,167,0,0,1
57,24개월,,광랜,19000,1191643,,3,0,0
38,12개월,계좌이체,기가,109178,4258082,455,9,2,1
59,무약정,계좌이체,없음,42614,2632702,368,5,4,0
24,24개월,지류고지서,광랜,152000,4029883,205,2,0,1
70,무약정,카드,없음,19000,1201852,270,0,5,0
50,24개월,카드,없음,,2819701,21,6,1,0
48,12개월,지류고지서,없음,88793,3839005,305,0,0,1
44,24개월,카드,광랜,108232,5079266,131,2,3,1
33,12개월,지류고지서,없음,41712,1291461,467,2,1,0
73,24개월,계좌이체,기가,68119,4746615,50,2,0,1
16,무약정,지류고지서,기가,19000,350381,237,2,3,1
7,,카드,기가,77164,584424,,6,5,1
38,24개월,계좌이체,기가,19000,685006,197,5,2,0
48,12개월,계좌이체,광랜,152000,7714688,37,0,2,1
38,12개월,계좌이체,없음,72571,2755983,225,4,1,1
8,24개월,,기가,86669,,265,9,1,1
40,12개월,지류고지서,기가,93652,3757824,359,4,3,1
74,12개월,계좌이체,없음,40366,2556585,8,4,0,0
56,24개월,지류고지서,광랜,135045,6814895,304,3,4,0
19,12개월,지류고지서,없음,54972,1209807,468,2,0,1
60,24개월,지류고지서,광랜,152000,9717877,257,6,1,1
40,24개월,계좌이체,기가,37992,,263,1,5,0
40,무약정,계좌이체,없음,140693,6731182,30,3,0,1
70,무약정,지류고지서,기가,108010,7694091,,1,1,0
40,무약정,계좌이체,광랜,66931,2586695,239,9,1,1
25,24개월,지류고지서,없음,111917,2187191,386,4,1,1
14,24개월,,기가,143753,2030982,401,7,0,1
49,12개월,지류고지서,기가,86606,3234682,129,5,0,1
42,무약정,지류고지서,없음,113125,4464518,48,,3,1
31,24개월,지류고지서,없음,101330,2957282,255,7,3,1
25,24개월,지류고지서,없음,143921,4147035,490,10,2,1
52,24개월,계좌이체,광랜,70127,3061092,270,5,4,0
66,무약정,카드,기가,139155,9383547,459,,4,1
20,24개월,계좌이체,없음,46881,919722,405,10,5,1
64,24개월,카드,광랜,44877,2944453,486,8,5,0
37,12개월,지류고지서,광랜,74292,3125623,162,6,4,0
47,무약정,지류고지서,없음,26887,,417,4,0,1
40,24개월,지류고지서,없음,91148,3569628,200,,0,0
5,12개월,지류고지서,기가,97752,482620,377,2,1,1
74,12개월,지류고지서,광랜,78275,5179925,362,0,,0
2,무약정,카드,광랜,96499,152681,61,5,3,1
20,24개월,계좌이체,광랜,94764,1756707,180,9,1,1
73,24개월,지류고지서,광랜,123894,-,198,5,5,0
20,12개월,계좌이체,광랜,,1411777,74,4,3,1
27,무약정,지류고지서,없음,56847,1392257,304,1,4,1
48,24개월,지류고지서,없음,19000,971370,118,10,0,0
8,24개월,지류고지서,기가,19000,164763,418,6,0,1
52,12개월,계좌이체,없음,75531,4044399,102,7,5,1
44,24개월,카드,광랜,118452,5145211,443,5,2,0
48,24개월,카드,기가,76477,3373867,348,4,,0
37,무약정,카드,기가,152000,4570112,274,7,4,1
,무약정,계좌이체,기가,108356,7903729,130,5,1,0
36,24개월,카드,기가,128247,4418476,481,3,4,1
48,24개월,지류고지서,없음,112244,4727750,220,7,3,0
33,24개월,카드,기가,60800,1783321,270,7,2,1
55,12개월,카드,기가,60189,3428723,85,1,0,0
69,12개월,지류고지서,광랜,116324,8751404,378,3,2,0
57,24개월,지류고지서,기가,71679,3516251,331,10,,0
12,24개월,지류고지서,광랜,141428,1380179,141,10,3,1
23,24개월,지류고지서,없음,82202,2071908,490,9,1,1
74,24개월,계좌이체,없음,136219,9431662,133,6,0,1
58,24개월,계좌이체,기가,81541,4862590,296,3,0,0
,24개월,계좌이체,없음,115486,3996937,318,7,4,0
42,24개월,계좌이체,없음,78072,3436604,339,5,3,0
71,24개월,카드,없음,146462,9895987,167,7,1,0
47,24개월,지류고지서,없음,19000,957049,472,6,0,0
49,12개월,계좌이체,광랜,132757,5551319,457,3,0,0
57,24개월,계좌이체,기가,64457,3921924,240,9,3,1
66,무약정,카드,기가,,미확인,488,10,5,0
7,24개월,계좌이체,기가,65663,485683,74,2,3,0
21,12개월,계좌이체,광랜,101009,2159016,160,9,,1
70,무약정,지류고지서,기가,113243,7903936,123,8,4,0
50,12개월,계좌이체,광랜,96963,5692210,101,5,4,0
42,12개월,지류고지서,광랜,99445,4025904,88,1,1,1
21,24개월,계좌이체,광랜,100153,2164949,180,10,3,1
43,무약정,계좌이체,기가,42065,1774222,81,0,4,0
43,24개월,지류고지서,광랜,111724,4398114,52,2,5,0
10,12개월,계좌이체,없음,99187,1197273,419,1,1,1
40,12개월,카드,없음,81699,3106908,315,6,1,1
30,12개월,계좌이체,기가,108431,-,50,7,2,1
59,,지류고지서,없음,128440,8053025,123,3,1,1
35,무약정,지류고지서,기가,152000,5314596,246,10,,1
19,24개월,카드,기가,97363,1870682,451,9,5,1
61,무약정,카드,,90934,5504569,451,0,3,0
12,무약정,지류고지서,기가,100875,1065090,84,1,1,1
38,24개월,계좌이체,없음,87862,,391,6,0,1
32,무약정,계좌이체,광랜,,1596490,484,1,4,1
6,무약정,카드,기가,100399,559038,432,7,2,1
19,12개월,계좌이체,없음,91308,1579149,,0,4,0
52,12개월,계좌이체,기가,74697,3881236,34,2,0,0
2,무약정,카드,광랜,,270994,215,,0,1
63,24개월,계좌이체,광랜,63301,-,455,5,0,0
53,무약정,계좌이체,없음,89654,4292590,494,7,0,1
2,무약정,카드,기가,36663,72266,475,3,4,1
50,무약정,계좌이체,없음,51239,2740988,235,9,3,1
27,12개월,카드,광랜,19847,497748,8,3,1,1
66,24개월,,기가,55957,3656876,359,3,3,0
73,무약정,계좌이체,광랜,19000,1331686,448,4,5,0
65,24개월,카드,광랜,128379,9093020,386,1,1,0
31,12개월,지류고지서,광랜,43442,1305025,351,5,,0
14,24개월,계좌이체,없음,71211,1168730,448,4,3,0
62,24개월,계좌이체,없음,46972,2940561,281,4,3,0
29,24개월,계좌이체,,69739,2028003,,3,2,0
28,24개월,계좌이체,광랜,129292,3423406,105,2,5,0
70,무약정,계좌이체,기가,77949,5135948,117,5,0,0
38,12개월,카드,없음,26666,1027581,408,5,0,0
,24개월,카드,광랜,,183469,47,1,4,0
51,24개월,지류고지서,없음,93190,4875288,417,4,5,1
48,12개월,계좌이체,없음,98269,4884062,183,2,,1
5,24개월,계좌이체,기가,76612,347750,46,3,3,0
1,12개월,카드,광랜,63686,58033,419,10,1,1
49,24개월,지류고지서,광랜,122165,6889507,27,4,3,0
19,무약정,계좌이체,기가,52390,1026340,396,2,2,0
61,24개월,지류고지서,,82295,4671503,73,1,2,0
5,무약정,계좌이체,광랜,94471,500587,390,2,0,1
74,12개월,지류고지서,기가,89609,6496221,403,0,5,1
2,무약정,지류고지서,광랜,114127,196100,447,0,0,1
41,무약정,계좌이체,기가,101539,4521660,300,7,5,0
8,24개월,카드,광랜,84263,703270,288,4,4,1
37,12개월,,광랜,43380,,287,4,3,1
7,24개월,지류고지서,광랜,111862,738146,314,5,4,1
62,12개월,계좌이체,광랜,131918,7584516,214,6,3,1
,24개월,지류고지서,없음,57485,2010440,244,2,4,0
27,무약정,지류고지서,없음,138648,3957227,127,0,2,1
5,무약정,지류고지서,기가,112181,539682,83,2,4,1
43,무약정,카드,기가,,4571329,327,3,3,1
11,12개월,계좌이체,기가,67181,749112,124,7,0,1
37,무약정,지류고지서,기가,79152,3190006,35,4,1,0
26,12개월,지류고지서,기가,65966,1911017,450,2,4,1
27,24개월,계좌이체,광랜,49638,1360703,406,3,5,0
27,무약정,지류고지서,없음,71754,,292,7,0,1
18,12개월,지류고지서,기가,76682,1768578,400,9,3,1
54,24개월,계좌이체,기가,46073,,345,7,1,0
7,24개월,계좌이체,기가,88883,612918,231,0,1,1
29,12개월,계좌이체,없음,77314,2057360,,1,0,1
30,24개월,지류고지서,없음,48821,1260708,393,0,2,0
59,24개월,,기가,19000,965471,305,0,1,0
64,무약정,지류고지서,기가,,6727598,503,10,0,1
6,12개월,카드,기가,80255,564853,295,4,,1
,24개월,,광랜,92730,5749827,123,3,2,0
12,무약정,지류고지서,없음,43872,565974,224,0,3,1
9,무약정,지류고지서,없음,152000,1481641,176,2,2,1
42,24개월,지류고지서,광랜,,,108,0,4,1
45,24개월,계좌이체,없음,28120,1141443,33,6,5,0
3,무약정,카드,없음,,270957,423,8,0,1
13,무약정,카드,없음,152000,1822600,486,5,1,1
29,무약정,지류고지서,기가,144302,4537067,68,5,5,1
12,24개월,지류고지서,기가,111850,1465966,307,9,4,1
5,무약정,카드,없음,92641,421797,323,10,,1
71,24개월,,없음,93188,6416193,187,8,4,0
22,24개월,계좌이체,광랜,44089,1008604,163,10,5,0
48,24개월,계좌이체,광랜,105370,4764944,493,6,4,0
5,12개월,카드,광랜,113982,509911,490,7,5,1
29,12개월,카드,광랜,78077,2223561,122,2,2,1
2,무약정,지류고지서,없음,144471,325335,395,7,,1
51,무약정,지류고지서,광랜,53843,2514392,349,1,3,0
33,12개월,계좌이체,광랜,107768,3522488,343,0,0,0
74,24개월,계좌이체,기가,95279,미확인,232,4,2,0
18,12개월,카드,없음,86924,1578158,458,7,0,1
54,24개월,계좌이체,광랜,87631,4828714,,5,2,0
15,24개월,지류고지서,기가,48118,617808,62,8,0,0
9,12개월,계좌이체,기가,92737,1015796,408,6,0,1
28,무약정,카드,없음,37653,1036682,111,10,3,0
63,12개월,계좌이체,기가,68876,4878925,37,8,2,1
32,24개월,카드,광랜,111985,3039998,241,7,0,1
45,12개월,지류고지서,없음,89683,4122999,190,,3,1
42,12개월,계좌이체,,116834,4737682,428,8,,1
25,24개월,지류고지서,광랜,120018,3120495,66,0,1,1
4,12개월,지류고지서,광랜,63782,236373,397,1,2,1
61,무약정,계좌이체,광랜,36541,1637374,438,9,1,0
44,24개월,카드,기가,124792,6597044,193,4,2,1
26,24개월,카드,광랜,92244,3049962,113,1,0,1
62,무약정,계좌이체,기가,125804,8360491,218,1,1,1
74,무약정,계좌이체,없음,54070,4537288,237,2,2,0
41,24개월,지류고지서,광랜,111478,5596922,203,6,3,0
27,12개월,카드,기가,19000,417074,374,5,3,0
62,24개월,계좌이체,광랜,65064,3403143,182,4,5,0
8,무약정,지류고지서,기가,118573,806367,221,1,4,1
63,12개월,카드,없음,54269,3438828,194,8,2,0
53,24개월,카드,기가,64680,,384,4,5,0
19,24개월,계좌이체,없음,72146,1212365,170,0,3,0
64,24개월,지류고지서,광랜,105059,미확인,485,5,5,1
33,24개월,지류고지서,없음,115332,3938056,295,4,0,0
4,무약정,계좌이체,광랜,112498,360341,432,1,5,1
14,24개월,지류고지서,기가,101930,1078566,195,7,4,0
36,24개월,지류고지서,없음,132600,5305826,406,7,0,1
5,12개월,지류고지서,기가,73245,322972,134,4,0,1
67,12개월,지류고지서,기가,123917,6717846,78,5,3,1
50,12개월,계좌이체,없음,116282,6194358,404,0,0,0
49,무약정,카드,없음,115232,,485,5,0,1
56,12개월,계좌이체,광랜,116449,5577823,268,10,1,1
69,무약정,지류고지서,기가,118988,7497215,,,2,1
4,,카드,없음,112229,406112,305,5,4,1
15,24개월,지류고지서,기가,104830,1354872,77,,0,0
23,무약정,카드,광랜,104950,2394665,96,4,1,1
42,24개월,계좌이체,광랜,56749,2427282,411,9,1,0
58,24개월,계좌이체,광랜,47771,2902567,,0,0,0
16,12개월,지류고지서,기가,102580,1501265,38,6,3,1
57,무약정,계좌이체,광랜,19000,1181305,307,,2,1
14,12개월,카드,기가,105369,1230447,390,,0,1
67,24개월,카드,없음,105852,6813280,111,2,3,0
5,24개월,지류고지서,없음,143984,683445,277,2,4,1
22,무약정,카드,광랜,,3708624,8,8,0,1
15,12개월,카드,광랜,29265,555662,350,0,3,0
62,무약정,카드,,27933,1734996,123,10,2,0
25,24개월,계좌이체,기가,19000,467975,199,,0,0
47,12개월,계좌이체,없음,110907,,246,2,4,1
38,24개월,계좌이체,광랜,52909,2015616,368,10,3,1
32,24개월,계좌이체,없음,68126,2316464,480,1,5,0
57,24개월,카드,기가,121929,7328111,41,10,1,0
48,24개월,지류고지서,광랜,84480,3707761,411,0,2,0
37,무약정,카드,없음,140068,5286147,105,0,5,1
38,무약정,지류고지서,광랜,121718,4753563,444,1,2,0
30,무약정,계좌이체,기가,77899,2161065,26,7,4,1
20,무약정,카드,없음,60447,1412623,452,2,4,1
61,24개월,계좌이체,없음,84159,5195760,396,4,3,0
50,12개월,카드,없음,85262,4351543,476,1,0,0
71,24개월,계좌이체,없음,54711,4041641,292,9,2,0
15,24개월,지류고지서,기가,89798,1084295,246,3,3,0
43,24개월,지류고지서,기가,58303,2481310,,0,2,0
42,무약정,카드,광랜,107328,4177373,484,7,0,1
5,24개월,카드,없음,111166,554008,424,9,1,1
60,,카드,광랜,59047,3527001,452,0,2,0
73,무약정,지류고지서,없음,122767,9072858,282,0,3,1
57,,카드,기가,118495,5660152,423,3,4,0
39,24개월,계좌이체,,59189,2276023,491,5,2,1
28,24개월,카드,광랜,123880,3052457,440,0,0,1
26,12개월,지류고지서,광랜,78437,2261199,393,3,1,1
16,24개월,카드,광랜,79866,1131466,,8,2,1
43,무약정,계좌이체,없음,97220,4774446,57,1,0,0
60,24개월,계좌이체,없음,51254,3459378,286,9,2,0
36,12개월,지류고지서,없음,74261,2630749,212,9,3,1
9,무약정,계좌이체,없음,40359,340612,162,1,4,1
10,12개월,지류고지서,없음,116291,1136820,413,0,4,1
52,무약정,지류고지서,없음,125532,6193753,10,9,0,1
48,24개월,계좌이체,없음,69064,2924225,149,3,2,0
46,12개월,카드,없음,89552,4736623,25,0,2,0
62,12개월,카드,광랜,19000,1066254,123,1,4,1
11,무약정,지류고지서,광랜,99989,1196899,191,3,1,1
26,무약정,카드,광랜,96948,3128326,54,4,5,1
10,12개월,카드,기가,118460,1203199,201,1,2,1
68,24개월,카드,없음,75629,4990623,192,7,4,0
74,12개월,계좌이체,없음,26446,1650515,14,6,5,0
63,24개월,계좌이체,없음,107465,5473567,169,9,5,0
9,무약정,계좌이체,광랜,67565,626563,202,4,5,1
30,24개월,계좌이체,기가,47698,1841357,374,0,4,1
18,12개월,지류고지서,광랜,24979,415822,56,0,5,0
50,12개월,계좌이체,기가,60527,-,,1,4,0
71,24개월,지류고지서,없음,33682,2472618,42,0,5,0
72,24개월,카드,광랜,93286,6123698,206,2,1,0
74,무약정,계좌이체,광랜,92337,5775022,99,7,3,0
7,24개월,카드,없음,77455,618578,428,7,5,1
29,24개월,계좌이체,광랜,105164,3272524,251,0,4,1
45,24개월,,기가,88158,3963795,241,1,2,1
47,무약정,지류고지서,없음,86099,4109804,332,5,1,1
46,,지류고지서,없음,135303,5865870,129,1,5,0
43,24개월,카드,없음,94407,4548524,387,0,1,0
27,24개월,계좌이체,없음,19000,648503,178,3,3,0
49,12개월,카드,광랜,104147,4983836,217,4,2,1
26,무약정,지류고지서,없음,64997,1952114,449,10,4,1
33,무약정,카드,기가,106351,3331354,153,9,5,1
50,24개월,지류고지서,광랜,142032,6461019,468,1,0,1
46,무약정,계좌이체,광랜,96914,4226054,388,5,,1
27,24개월,계좌이체,없음,19000,477244,427,6,2,0
48,24개월,지류고지서,기가,146928,6802874,217,7,1,1
27,,계좌이체,없음,84119,2414159,11,5,1,1
21,12개월,지류고지서,광랜,81542,1775565,80,2,,1
58,24개월,계좌이체,없음,75296,4098985,469,2,4,0
35,24개월,지류고지서,없음,,4828329,473,6,0,1
48,무약정,카드,없음,105839,4796222,320,4,4,1
45,24개월,카드,광랜,78315,3240486,62,3,2,0
68,12개월,계좌이체,없음,87323,5708296,225,0,0,0
67,무약정,카드,광랜,100597,6796231,145,10,3,1
20,12개월,지류고지서,기가,98017,2068008,474,1,4,1
,24개월,지류고지서,없음,62623,1394209,361,1,0,1
43,24개월,지류고지서,광랜,95141,4127051,482,2,5,0
52,24개월,계좌이체,기가,123682,6038050,383,1,2,0
25,24개월,카드,없음,,3158712,315,7,2,1
20,무약정,지류고지서,없음,142027,2511766,78,8,3,1
70,무약정,계좌이체,없음,82719,5254944,253,7,2,1
43,무약정,계좌이체,없음,94773,4484810,104,6,4,1
33,12개월,지류고지서,광랜,68465,2042715,116,2,4,1
51,무약정,지류고지서,광랜,,6096612,154,2,5,0
62,,지류고지서,없음,86429,5392508,495,6,4,1
74,24개월,카드,광랜,79192,5533844,179,8,2,1
56,24개월,카드,없음,46596,2734233,268,6,2,0
60,12개월,계좌이체,없음,103137,6817536,66,1,4,0
61,무약정,카드,기가,43516,2722536,350,7,4,0
45,12개월,계좌이체,광랜,73889,3746891,481,6,5,0
57,24개월,카드,없음,64973,3359783,,9,3,0
40,24개월,계좌이체,없음,73804,3016791,402,2,4,0
51,24개월,카드,없음,94157,4127248,181,0,2,0
74,12개월,계좌이체,기가,85907,6153434,220,2,4,0
24,무약정,카드,없음,89324,2186915,205,10,4,1
2,,계좌이체,광랜,71397,178263,57,7,1,1
5,24개월,,기가,125612,613017,452,4,2,1
2,무약정,카드,광랜,107552,208996,28,4,2,1
53,무약정,카드,기가,19000,921154,399,3,5,1
19,,지류고지서,없음,60514,1025843,130,4,5,1
38,24개월,계좌이체,기가,114950,3749224,170,7,1,1
40,무약정,계좌이체,광랜,54831,2091130,401,9,4,0
13,12개월,계좌이체,광랜,117931,1647860,93,2,0,1
19,무약정,카드,기가,48365,746560,287,4,0,1
68,무약정,계좌이체,없음,118022,7303761,419,4,0,0
36,24개월,계좌이체,기가,,722357,397,5,0,0
28,24개월,계좌이체,기가,51768,1572055,150,5,5,0
56,12개월,지류고지서,없음,70887,4144769,51,4,0,0
53,12개월,계좌이체,없음,,2572148,425,2,5,0
17,24개월,지류고지서,광랜,26401,413489,319,6,2,1
,무약정,계좌이체,없음,90173,3139356,465,8,1,1
21,무약정,계좌이체,없음,71506,1402344,278,,0,1
26,,지류고지서,광랜,45473,916892,428,9,3,1
32,24개월,지류고지서,광랜,94265,2797019,422,4,,1
9,12개월,카드,없음,120057,968174,295,,0,1
52,24개월,계좌이체,없음,107435,5047809,343,1,2,1
38,24개월,지류고지서,없음,97887,3571479,324,6,3,1
44,24개월,지류고지서,광랜,44741,1989369,400,3,1,0
51,무약정,카드,광랜,32540,1675778,111,4,5,0
60,무약정,카드,기가,83134,5280592,418,6,5,0
17,12개월,계좌이체,기가,127754,1992597,415,6,4,1
31,12개월,카드,기가,125994,4204069,305,5,3,1
2,무약정,지류고지서,없음,114389,199949,445,1,5,1
4,24개월,카드,기가,68396,299703,39,4,3,1
,24개월,지류고지서,기가,46450,430192,78,,2,1
61,무약정,지류고지서,기가,,4815022,,5,2,1
19,12개월,지류고지서,기가,27332,515638,71,2,0,0
40,24개월,계좌이체,기가,117692,5133242,376,10,0,1
70,12개월,계좌이체,기가,95142,7413687,86,6,0,1
14,24개월,지류고지서,기가,94807,1175878,196,5,1,1
8,24개월,카드,없음,55968,430636,,6,2,1
67,무약정,지류고지서,없음,121035,7325903,48,5,0,1
70,무약정,계좌이체,기가,71819,4362304,48,1,1,0
24,12개월,계좌이체,기가,152000,-,362,0,3,1
24,24개월,계좌이체,광랜,111460,2924861,491,9,1,1
18,12개월,카드,기가,148156,2793251,142,0,3,1
55,무약정,계좌이체,없음,28270,1454941,398,3,4,0
41,24개월,카드,없음,127411,,177,1,1,0
2,12개월,계좌이체,없음,131287,247363,331,8,4,1
21,24개월,지류고지서,광랜,93233,1780456,341,9,3,1
67,12개월,계좌이체,광랜,33494,2124565,231,3,5,0
31,무약정,계좌이체,없음,40642,1242455,408,1,2,1
44,24개월,지류고지서,기가,152000,6502280,490,1,0,0
10,무약정,지류고지서,기가,101509,938341,336,5,4,1
36,24개월,계좌이체,광랜,108077,3481237,491,10,2,1
55,24개월,계좌이체,기가,152000,7326375,322,1,2,1
71,무약정,지류고지서,광랜,124669,6914824,298,1,5,1
46,무약정,카드,기가,78111,3654892,244,9,0,1
9,무약정,카드,기가,28224,300727,295,0,2,0
,무약정,계좌이체,없음,152000,9963844,313,7,1,1
51,12개월,계좌이체,없음,88204,4620892,105,9,1,1
70,무약정,계좌이체,없음,144643,10331944,370,10,0,1
11,12개월,카드,없음,78331,806295,300,,0,1
72,24개월,계좌이체,기가,152000,11010297,498,5,3,0
69,12개월,지류고지서,없음,87984,6342204,406,7,3,0
59,24개월,계좌이체,광랜,68380,4679371,95,9,1,0
32,24개월,계좌이체,광랜,79704,2314733,86,1,0,1
57,24개월,계좌이체,없음,64226,4006698,365,10,4,0
25,24개월,계좌이체,,116609,3052958,473,4,4,0
71,무약정,지류고지서,없음,143070,10959715,54,3,1,1
13,24개월,지류고지서,기가,33149,346587,114,4,4,0
45,,지류고지서,없음,125817,5835301,123,2,2,1
20,12개월,계좌이체,광랜,98842,2133956,357,0,2,0
24,12개월,지류고지서,없음,120556,3335152,267,9,4,1
28,24개월,카드,광랜,124082,3381981,397,4,2,1
,24개월,계좌이체,없음,92121,4945626,486,7,2,0
65,12개월,카드,없음,64325,4528547,70,7,3,1
