home_id,frame_material,parking_slots,subway_within_1km,shops_within_500m,school_rating,deal_price_eok
1394,철근콘크리트,3,1,15,8,27.5
1395,벽돌조,1,3,9,9,26.7
1396,철근콘크리트,2,0,9,3,33.1
1397,목구조,2,2,6,8,29.6
1398,목구조,2,,7,7,33.1
1399,벽돌조,2,0,0,5,27.2
1400,목구조,3,2,15,1,43.4
1401,철근콘크리트,2,0,4,2,27.2
1402,벽돌조,2,2,0,3,18.9
1403,목구조,1,1,14,9,27.9
1404,철근콘크리트,2,2,0,3,27.0
1405,목구조,2,0,1,1,20.9
1406,벽돌조,1,1,2,2,31.3
1407,철근콘크리트,2,1,14,2,36.8
1408,철근콘크리트,2,2,13,9,33.3
1409,철근콘크리트,1,0,0,9,23.0
1410,벽돌조,1,3,0,8,34.4
1411,목구조,2,3,14,6,23.9
1412,목구조,1,1,3,7,21.4
1413,목구조,1,1,5,2,39.5
1414,벽돌조,1,2,15,3,35.4
1415,벽돌조,1,2,15,9,38.1
1416,목구조,2,,9,9,33.0
1417,벽돌조,1,2,14,6,15.6
1418,벽돌조,1,1,14,10,38.8
1419,목구조,3,2,12,2,24.6
1420,철근콘크리트,2,2,14,3,36.3
1421,목구조,2,2,3,2,19.1
1422,벽돌조,3,3,5,9,38.6
1423,철근콘크리트,1,0,12,7,6.3
1424,철근콘크리트,1,1,11,6,21.8
1425,목구조,1,3,6,6,20.1
1426,벽돌조,2,,15,4,33.9
1427,목구조,3,2,4,3,30.4
1428,목구조,2,2,9,2,31.7
1429,벽돌조,1,3,11,2,20.2
1430,철근콘크리트,2,0,7,5,39.5
1431,철근콘크리트,2,2,0,4,36.9
1432,벽돌조,1,3,1,9,31.4
1433,벽돌조,3,1,14,8,37.7
1434,철근콘크리트,2,1,14,5,41.4
1435,벽돌조,2,1,2,2,24.3
1436,철근콘크리트,2,2,4,4,27.5
1437,벽돌조,1,2,0,7,22.2
1438,목구조,2,1,7,6,29.9
1439,벽돌조,2,0,12,8,31.9
1440,철근콘크리트,1,1,9,8,32.5
