study_hours_week,attend_percent,extra_class,track,midterm_point,homework_avg,online_lecture_count,club_join,final_point
25,71.2,없음,예술,43.6,64.9,13,있음,39.1
29,92.0,있음,사회,70.8,87.2,49,없음,56.5
22,86.2,없음,어문,67.5,80.4,22,없음,57.1
14,80.3,없음,자연,41.0,74.5,26,있음,44.4
41,77.3,없음,사회,80.0,68.8,24,있음,76.3
6,69.7,없음,사회,27.1,69.6,48,없음,45.9
13,75.9,없음,예술,35.1,84.2,29,없음,49.7
39,80.7,있음,어문,100.0,75.3,1,없음,74.1
12,58.1,없음,사회,42.0,72.5,24,없음,43.9
27,87.7,없음,예술,60.8,81.1,12,없음,50.3
20,48.0,없음,사회,20.4,72.5,3,없음,44.5
19,71.3,있음,사회,72.4,96.4,4,있음,64.2
26,81.5,없음,공학,,65.0,20,있음,66.7
9,56.1,없음,자연,26.1,76.1,42,없음,28.1
29,90.7,없음,어문,51.3,77.1,48,없음,69.7
38,65.1,없음,예술,70.3,77.2,15,있음,49.1
4,73.4,없음,예술,18.2,80.4,46,있음,36.4
36,62.5,없음,어문,71.7,86.7,30,없음,62.0
40,96.0,없음,자연,79.8,67.8,9,있음,62.3
32,67.0,없음,예술,78.2,85.3,43,없음,81.7
29,85.4,있음,사회,80.3,58.0,20,있음,61.3
1,83.4,없음,자연,25.0,69.8,16,없음,36.2
20,50.8,없음,자연,42.7,75.0,16,없음,45.7
5,96.8,있음,자연,44.4,80.7,30,,44.6
11,100.0,없음,어문,27.3,73.6,51,있음,45.4
23,93.6,없음,어문,61.4,78.3,33,없음,70.1
14,80.8,없음,자연,58.8,77.2,2,없음,46.8
38,81.6,없음,사회,50.8,65.7,21,있음,56.6
30,55.5,없음,공학,55.7,80.1,25,없음,42.5
20,82.7,없음,예술,68.6,100.0,31,없음,58.6
32,94.0,없음,사회,55.8,70.2,28,없음,55.0
3,97.8,있음,예술,28.6,84.9,25,있음,40.9
18,87.1,없음,자연,52.3,81.0,27,없음,50.0
16,88.0,없음,어문,48.1,58.0,41,있음,54.4
21,62.8,없음,예술,62.0,87.7,46,있음,53.7
20,63.7,있음,사회,57.0,72.9,43,있음,60.8
12,71.5,없음,공학,58.9,77.0,49,없음,53.3
35,96.7,없음,어문,91.7,76.5,2,있음,66.4
9,87.6,있음,예술,19.3,71.7,30,없음,36.9
33,66.8,없음,자연,58.6,58.0,21,있음,56.3
7,67.4,없음,사회,26.6,87.0,25,없음,40.9
4,97.1,있음,예술,20.7,76.5,26,있음,31.4
3,64.1,있음,공학,40.4,90.3,23,없음,38.8
32,95.0,없음,어문,56.1,82.3,36,없음,59.4
25,66.3,있음,공학,59.3,69.0,15,있음,58.1
9,89.5,없음,어문,6.3,65.3,50,있음,16.4
24,87.8,없음,어문,50.5,71.8,43,없음,52.6
28,52.5,없음,자연,73.9,76.7,1,없음,58.9
26,77.4,없음,공학,60.8,88.7,44,없음,44.8
13,78.5,있음,어문,48.3,67.5,4,있음,36.5
19,49.9,있음,공학,57.1,79.4,48,있음,72.5
39,69.4,없음,사회,50.9,100.0,3,없음,48.5
1,65.2,없음,어문,31.1,58.0,43,있음,43.3
6,79.1,없음,공학,10.7,69.3,44,없음,30.1
17,100.0,없음,자연,73.8,73.4,16,없음,72.4
11,74.0,있음,자연,33.0,84.9,31,있음,48.3
9,86.5,있음,사회,,79.2,26,없음,49.0
32,100.0,없음,자연,69.2,59.2,25,없음,77.6
15,71.8,없음,예술,19.5,58.0,24,없음,26.5
28,88.7,없음,어문,49.1,86.9,1,,58.2
17,59.5,없음,어문,35.8,84.2,11,없음,35.3
26,67.9,없음,사회,48.8,82.6,4,있음,46.3
35,86.4,있음,공학,90.1,58.0,22,있음,68.6
11,59.3,없음,공학,19.6,58.0,35,없음,27.8
7,73.4,있음,사회,19.5,81.7,22,없음,47.8
37,70.5,없음,어문,98.6,95.2,16,있음,83.2
35,72.2,없음,어문,68.0,71.5,18,없음,67.4
27,86.4,없음,사회,74.5,88.2,43,있음,62.3
37,96.2,있음,자연,100.0,72.0,20,없음,77.3
26,81.9,있음,공학,59.8,70.1,45,있음,73.8
33,71.1,없음,예술,74.7,99.9,50,없음,57.4
11,76.6,없음,공학,43.7,78.0,9,있음,49.2
37,65.2,있음,공학,77.8,92.9,13,있음,74.6
22,83.7,있음,자연,52.1,77.0,7,없음,63.7
41,54.6,있음,공학,71.4,87.4,8,없음,65.7
30,82.1,없음,예술,,58.0,22,없음,57.6
18,68.5,있음,사회,55.9,70.5,25,있음,51.5
39,79.7,있음,공학,87.3,87.4,7,있음,82.6
12,65.5,없음,어문,21.6,79.0,4,없음,35.1
37,69.6,없음,예술,77.3,86.0,45,없음,81.5
8,84.2,없음,사회,34.2,80.2,5,있음,40.3
17,74.2,있음,사회,42.1,86.2,17,있음,40.3
21,83.5,있음,예술,68.0,91.4,1,있음,55.3
4,87.3,없음,자연,33.6,58.2,37,없음,49.0
20,86.0,없음,어문,47.2,67.5,1,있음,49.4
18,91.3,없음,사회,73.1,91.1,16,있음,58.3
31,59.0,없음,자연,72.4,78.8,22,없음,77.9
13,63.2,없음,자연,63.3,95.6,0,있음,55.5
39,65.5,없음,어문,80.8,65.2,8,있음,62.6
23,94.6,없음,자연,43.9,79.6,34,없음,43.9
33,67.3,없음,어문,84.0,90.5,31,,69.3
39,67.9,없음,예술,49.2,76.0,2,있음,61.2
21,61.2,없음,공학,53.0,59.7,42,있음,44.9
4,65.8,있음,공학,29.1,91.6,8,없음,41.7
16,93.2,없음,사회,59.6,100.0,37,있음,53.0
25,89.1,있음,어문,63.6,61.6,0,없음,54.8
32,91.0,있음,어문,100.0,63.3,25,없음,81.0
25,86.9,없음,예술,47.3,86.2,33,없음,38.9
12,56.1,없음,공학,32.3,81.1,10,없음,30.6
37,49.5,없음,사회,71.0,74.2,4,없음,63.4
30,73.6,없음,어문,46.1,65.3,45,있음,56.4
15,80.4,있음,어문,59.0,61.9,15,있음,57.2
19,48.0,없음,사회,61.9,99.3,27,없음,51.0
18,73.7,없음,예술,13.6,67.5,11,있음,35.6
26,100.0,있음,공학,81.5,100.0,23,없음,69.7
25,68.8,있음,사회,51.9,73.9,49,없음,53.5
15,70.4,없음,예술,53.9,100.0,13,없음,49.1
12,72.7,없음,예술,49.1,96.4,36,없음,51.1
33,88.1,없음,예술,81.8,69.8,32,있음,72.5
13,63.6,있음,자연,50.6,66.8,12,없음,43.2
12,70.0,없음,사회,40.5,85.7,15,있음,45.4
31,82.6,있음,어문,85.8,79.8,11,없음,74.8
6,58.1,없음,사회,28.3,79.4,42,없음,42.2
8,76.8,없음,예술,37.2,68.3,41,있음,53.2
4,82.4,없음,사회,15.4,72.6,40,있음,32.1
31,94.2,있음,자연,59.1,80.7,26,없음,70.1
34,48.8,없음,어문,57.5,85.1,14,,59.1
30,94.4,없음,어문,73.3,60.1,33,없음,64.7
20,89.4,있음,자연,60.3,64.7,47,있음,52.2
16,76.2,있음,공학,48.4,77.8,16,있음,46.9
11,75.6,없음,사회,25.0,61.9,47,없음,37.7
35,91.4,없음,어문,36.4,58.0,20,없음,55.2
17,79.0,없음,사회,51.3,76.5,33,있음,61.4
4,71.7,없음,공학,43.5,81.3,46,없음,56.6
31,53.2,있음,공학,84.2,71.0,28,없음,65.6
11,54.0,없음,공학,44.0,78.4,46,없음,48.1
17,67.1,없음,어문,40.4,65.6,45,있음,37.6
23,67.8,없음,예술,40.6,79.7,27,있음,48.8
30,71.9,없음,어문,55.3,73.0,31,없음,62.0
26,89.4,있음,사회,76.1,77.9,35,없음,55.2
31,85.7,없음,어문,61.9,69.9,37,있음,53.3
39,93.5,있음,어문,96.1,74.8,1,있음,76.5
5,61.9,없음,자연,43.2,58.0,23,있음,52.0
3,84.2,있음,어문,29.4,83.1,28,없음,31.3
33,78.0,있음,자연,77.8,70.3,11,없음,66.4
24,71.6,없음,예술,53.5,74.2,35,있음,38.9
19,66.9,없음,사회,44.9,71.8,3,있음,31.3
4,65.8,있음,공학,37.5,77.7,12,없음,51.7
11,95.8,없음,사회,42.8,72.9,12,없음,48.9
32,76.0,있음,공학,72.9,84.5,19,없음,66.7
22,66.4,있음,어문,40.1,69.4,25,없음,46.2
31,77.7,없음,어문,68.2,96.5,13,없음,68.7
41,73.1,있음,사회,100.0,94.0,33,없음,76.4
30,74.6,없음,자연,61.1,90.5,6,없음,65.5
13,79.9,없음,예술,25.7,58.0,18,없음,30.3
21,71.2,있음,자연,57.6,63.7,7,없음,51.1
28,100.0,있음,공학,74.5,78.3,0,없음,61.9
5,54.2,없음,공학,23.7,70.1,9,없음,24.2
40,73.9,있음,사회,,60.2,29,있음,55.6
14,100.0,없음,예술,20.2,62.7,19,있음,41.7
25,75.2,있음,사회,49.7,70.1,19,있음,59.5
22,70.4,있음,어문,60.3,62.8,30,,55.3
37,93.0,있음,자연,86.0,82.7,35,없음,83.4
34,72.0,없음,어문,78.8,72.6,16,없음,47.1
21,84.4,없음,어문,58.0,78.8,9,있음,57.5
10,96.0,없음,어문,59.9,82.4,41,없음,52.3
2,48.0,없음,사회,49.3,90.7,18,있음,42.4
12,77.3,없음,사회,39.8,69.3,33,있음,43.8
41,68.1,없음,공학,87.2,90.5,48,있음,80.0
19,86.4,없음,공학,,84.4,15,있음,42.7
4,73.6,없음,어문,15.7,72.1,45,있음,33.4
14,67.4,있음,공학,59.5,69.4,15,없음,73.8
20,98.6,없음,예술,34.0,98.7,44,있음,28.9
5,88.6,있음,사회,57.3,63.6,1,있음,59.9
22,84.7,있음,공학,57.1,76.8,14,없음,62.6
31,87.9,없음,공학,76.9,83.1,10,없음,64.1
11,71.9,없음,사회,52.8,92.7,36,있음,47.6
12,91.2,없음,공학,56.7,82.7,2,있음,60.6
27,79.2,없음,어문,48.1,69.1,23,없음,52.8
8,71.2,없음,자연,51.1,63.7,19,없음,55.4
17,58.0,없음,자연,40.2,76.1,31,없음,39.9
37,87.1,없음,공학,70.8,79.1,4,없음,75.1
4,93.2,없음,공학,52.4,95.3,40,있음,39.4
28,56.4,있음,공학,48.5,80.0,47,없음,70.1
18,60.4,없음,어문,42.1,60.8,22,없음,46.6
5,79.6,있음,사회,39.2,97.5,23,있음,38.0
39,68.8,있음,공학,87.5,87.0,27,없음,58.9
25,48.0,없음,예술,69.9,95.6,42,없음,64.3
17,92.8,없음,어문,37.5,71.9,50,,34.9
12,76.4,없음,공학,28.2,74.0,31,있음,33.4
12,75.5,없음,자연,24.4,81.2,26,있음,42.3
10,100.0,있음,자연,70.9,82.6,50,없음,62.5
29,63.3,있음,예술,67.6,78.5,48,없음,56.0
