job_type,year_income_manwon,credit_point,loan_reason,loan_manwon,debt_ratio,job_years,house_type,past_overdue,approved
정규직,2472,512,그외,4447,10.8,14,,없음,1
정규직,8309,614,생활,1292,159.9,28,월세,없음,1
정규직,6972,673,생활,5608,9.1,23,자가,있음,1
정규직,9534,524,주택,3837,136.0,6,전세,,1
자영업,2868,977,생활,9191,,10,자가,없음,1
계약직,12126,336,주택,5399,1.0,24,전세,없음,1
정규직,19529,450,생활,3202,116.5,2,,없음,1
계약직,9806,557,주택,3258,146.0,27,전세,있음,1
정규직,18296,719,그외,9942,58.6,,전세,없음,1
자영업,14256,415,주택,1679,314.4,10,월세,없음,1
자영업,19270,453,사업,9908,154.3,0,전세,없음,1
미취업,12036,939,생활,6837,386.3,30,전세,있음,1
정규직,10986,806,사업,581,1.0,26,월세,없음,1
계약직,9188,584,,2884,520.0,6,월세,없음,1
정규직,10610,300,생활,6023,471.4,12,월세,없음,0
정규직,5535,648,생활,,71.1,22,월세,있음,1
정규직,4879,612,주택,4384,197.4,2,전세,없음,1
미취업,8850,613,생활,1628,,25,자가,있음,0
정규직,7406,890,,2497,378.4,15,자가,없음,1
정규직,16457,451,생활,4727,519.6,14,전세,없음,1
계약직,13194,735,사업,1015,146.3,5,전세,없음,1
정규직,5423,523,주택,3394,24.0,2,월세,없음,1
정규직,10964,410,,1138,31.5,29,월세,없음,1
자영업,12246,1000,사업,5742,1.0,22,월세,없음,1
정규직,4230,497,그외,7206,332.4,23,전세,없음,0
정규직,15413,1000,주택,2492,520.0,30,전세,없음,1
계약직,3651,328,사업,2973,26.4,25,전세,없음,1
,3884,852,주택,6228,64.0,25,월세,없음,1
,13186,837,그외,8844,138.2,31,자가,있음,1
자영업,6331,700,주택,4011,464.2,29,월세,없음,1
정규직,17671,331,주택,8919,64.2,15,자가,없음,1
계약직,4400,516,그외,6524,360.1,3,자가,없음,1
계약직,7162,771,그외,4779,208.3,12,전세,없음,1
자영업,9085,633,생활,5291,61.7,2,자가,없음,1
자영업,7740,831,생활,108,276.6,30,월세,있음,1
정규직,5252,778,,3536,520.0,27,전세,없음,1
자영업,2977,487,생활,7074,91.7,5,전세,있음,1
정규직,8230,493,생활,8847,259.2,5,전세,없음,1
정규직,10485,912,생활,626,426.0,4,월세,없음,1
계약직,,569,생활,4283,186.9,25,전세,없음,1
계약직,18319,907,사업,5319,197.1,9,전세,없음,1
정규직,17163,439,사업,9639,417.6,25,월세,없음,1
계약직,10349,847,그외,9405,251.6,18,월세,없음,1
정규직,8412,598,사업,7202,,14,자가,없음,1
,4967,613,사업,4818,248.7,12,,있음,1
자영업,20042,951,주택,,196.9,31,월세,없음,1
미취업,2226,503,생활,6202,41.8,18,전세,있음,1
자영업,19535,507,주택,3075,84.3,15,자가,있음,1
계약직,9056,300,그외,5699,331.0,9,월세,,0
정규직,7963,,,10004,407.0,25,전세,없음,1
정규직,12794,317,사업,,62.2,20,자가,있음,1
계약직,12578,899,그외,985,289.9,20,월세,없음,1
계약직,3544,370,사업,6986,72.0,26,자가,없음,1
정규직,12127,512,사업,9580,340.8,9,전세,없음,1
정규직,9789,648,주택,1363,488.0,14,월세,없음,1
계약직,18286,716,생활,1488,133.8,18,자가,없음,1
계약직,11201,529,생활,6968,457.5,28,전세,없음,1
자영업,9820,1000,사업,1987,190.9,31,전세,없음,1
계약직,5180,366,사업,6688,237.1,28,월세,없음,1
자영업,10497,804,사업,10148,305.7,3,전세,있음,1
미취업,9797,1000,주택,6134,43.8,0,월세,없음,1
,14220,852,그외,6418,263.3,6,자가,있음,1
자영업,3288,536,생활,9839,162.6,7,월세,없음,1
정규직,5542,334,그외,7782,50.0,21,월세,없음,1
,3956,372,사업,7801,336.6,16,월세,없음,1
정규직,12205,684,생활,1845,176.3,7,자가,없음,1
,9006,843,주택,2246,201.8,23,전세,없음,1
계약직,19248,553,주택,4278,247.3,3,월세,있음,1
자영업,12539,630,사업,9184,392.1,1,전세,없음,0
정규직,8096,813,그외,7564,347.1,15,자가,없음,1
정규직,8976,718,사업,3343,160.2,29,자가,없음,1
정규직,2673,592,사업,2188,43.3,3,전세,없음,1
자영업,11268,730,생활,6679,68.4,20,월세,없음,1
정규직,7232,902,그외,7435,332.8,24,월세,없음,1
정규직,3279,968,주택,3280,359.7,2,자가,없음,1
계약직,12576,315,그외,223,265.3,11,월세,없음,1
자영업,5189,752,,4444,311.3,28,전세,없음,1
계약직,9720,524,주택,8945,324.5,31,전세,없음,0
자영업,5019,630,주택,9258,1.0,19,월세,없음,1
미취업,14329,1000,주택,3196,243.7,29,월세,없음,1
미취업,12918,553,사업,,45.2,,자가,없음,1
미취업,7080,660,주택,8889,52.8,5,,없음,1
자영업,4957,532,그외,2126,200.0,30,전세,없음,0
계약직,13011,651,주택,1446,272.9,9,자가,없음,1
정규직,6308,524,주택,3921,39.8,6,자가,없음,1
미취업,13919,551,생활,568,163.5,17,월세,없음,0
계약직,3850,551,그외,986,129.0,14,자가,없음,1
자영업,16820,495,사업,5289,286.3,19,자가,없음,1
정규직,17498,1000,그외,8809,411.3,18,자가,없음,1
자영업,11777,305,사업,10155,432.2,18,자가,없음,1
정규직,19433,417,생활,2660,342.6,15,전세,없음,1
계약직,6562,442,사업,6241,35.1,,자가,없음,1
정규직,,962,그외,9495,475.2,9,자가,없음,1
계약직,15817,634,생활,1845,436.3,,전세,없음,1
계약직,2896,902,그외,7570,244.1,21,월세,있음,1
정규직,6547,700,생활,1431,236.5,18,자가,없음,1
자영업,5952,635,사업,8957,1.0,21,자가,없음,1
자영업,10782,,사업,6141,417.0,5,전세,있음,1
정규직,14657,945,주택,4893,228.2,27,자가,없음,1
정규직,15924,785,사업,,1.0,3,자가,없음,1
미취업,4155,797,주택,144,191.9,10,자가,없음,1
계약직,10101,895,사업,1454,433.4,13,전세,있음,1
자영업,18758,1000,그외,,286.2,10,월세,없음,1
자영업,3660,533,그외,9512,253.5,20,월세,없음,1
계약직,15126,602,주택,1616,323.8,5,전세,없음,1
계약직,15009,625,그외,1352,291.1,0,자가,없음,1
계약직,14265,788,사업,8999,189.8,22,전세,없음,1
자영업,18698,331,생활,4991,493.5,0,월세,없음,0
계약직,12425,841,주택,,455.6,6,월세,없음,1
미취업,12336,762,생활,4068,157.6,17,월세,없음,1
계약직,,652,생활,9493,305.1,29,월세,없음,1
정규직,3200,300,주택,438,188.3,0,전세,없음,1
정규직,16873,755,주택,7440,197.3,13,전세,없음,1
정규직,3656,1000,주택,5973,1.0,,자가,없음,1
정규직,14269,898,주택,253,257.2,8,전세,없음,1
자영업,10248,459,그외,1911,438.6,29,전세,있음,1
정규직,8051,636,주택,4149,199.6,16,자가,없음,1
정규직,15434,804,사업,725,351.2,31,전세,없음,1
계약직,6733,819,생활,8556,351.4,,전세,없음,1
미취업,5245,502,생활,4521,226.1,11,월세,없음,1
정규직,11116,732,주택,1497,153.7,26,전세,없음,1
자영업,3794,343,주택,7249,202.0,2,전세,,1
자영업,3605,727,생활,8367,229.0,14,전세,없음,1
미취업,9659,592,주택,5205,279.5,20,월세,없음,1
계약직,20031,639,생활,2156,202.1,26,전세,없음,1
정규직,7265,782,사업,7361,391.2,0,자가,없음,1
미취업,11336,691,사업,1316,205.5,23,월세,있음,1
계약직,5785,751,사업,5383,322.6,16,전세,없음,0
자영업,2694,689,주택,1490,368.1,19,월세,없음,1
정규직,9965,300,생활,3634,286.6,28,월세,없음,0
정규직,16408,566,그외,712,466.8,17,자가,있음,1
정규직,15919,627,사업,1360,285.4,28,자가,없음,1
정규직,10315,635,주택,4198,51.1,22,전세,없음,1
정규직,11154,512,주택,5575,166.3,20,자가,있음,1
정규직,5201,796,생활,5925,312.5,8,자가,없음,1
미취업,,693,주택,6757,151.4,6,전세,있음,1
자영업,12671,300,주택,4631,368.9,28,월세,있음,0
정규직,6447,569,사업,9326,109.5,4,전세,없음,1
정규직,14828,501,,5948,343.0,8,,없음,1
계약직,13081,575,주택,5455,233.7,26,자가,없음,1
정규직,6144,824,그외,9988,520.0,,전세,없음,0
정규직,7671,857,사업,9184,106.5,4,전세,없음,1
미취업,,511,사업,705,302.5,10,월세,있음,0
자영업,15051,836,,3469,225.6,18,자가,없음,1
정규직,11702,726,그외,4172,80.7,22,자가,없음,1
계약직,11179,383,그외,1851,,15,자가,없음,0
정규직,6310,455,그외,113,520.0,9,월세,,1
정규직,7537,300,그외,2666,107.8,7,자가,있음,1
정규직,6337,1000,생활,7455,400.9,13,월세,없음,1
미취업,5373,514,사업,1962,231.1,30,자가,없음,1
미취업,4529,850,그외,8514,133.7,7,전세,있음,1
정규직,7845,589,생활,6268,365.4,21,월세,없음,0
정규직,17953,675,주택,8965,208.4,27,월세,없음,1
계약직,10373,1000,사업,5344,135.8,21,자가,없음,1
계약직,10199,370,사업,2545,111.4,12,월세,없음,1
,1926,809,생활,1955,296.9,20,자가,없음,1
정규직,15348,488,주택,510,1.0,1,월세,있음,1
정규직,12923,,사업,9290,396.2,8,전세,없음,1
계약직,10613,882,사업,2020,,27,자가,없음,1
자영업,9059,720,사업,5067,228.5,12,월세,있음,1
정규직,6690,701,사업,3872,194.7,30,월세,,1
자영업,19031,567,그외,5089,359.7,7,자가,있음,1
정규직,16924,636,사업,8929,435.3,3,전세,,1
미취업,4895,371,그외,2313,273.8,14,전세,있음,0
미취업,8490,638,생활,9751,175.5,,전세,있음,0
정규직,14777,633,사업,1737,393.5,11,월세,없음,1
미취업,7788,713,생활,1638,275.9,3,전세,없음,1
정규직,20348,799,그외,1580,509.9,23,자가,없음,1
정규직,8718,568,사업,7279,338.3,6,자가,없음,1
자영업,12464,623,사업,9942,80.2,19,전세,없음,1
계약직,16521,679,그외,5221,230.7,21,전세,없음,1
계약직,15836,1000,그외,1762,419.2,27,전세,없음,1
정규직,12507,537,생활,6018,479.6,14,자가,있음,1
정규직,7515,1000,생활,,237.6,21,전세,없음,1
자영업,14450,664,그외,2703,410.2,20,월세,없음,1
계약직,10023,961,그외,7237,330.2,13,월세,없음,1
자영업,19341,993,그외,,150.9,1,월세,없음,1
자영업,13381,438,사업,5844,19.6,13,월세,없음,1
정규직,,686,주택,7318,520.0,9,전세,없음,0
정규직,9785,,사업,7778,204.4,,전세,없음,1
미취업,7365,487,주택,1502,120.2,13,월세,없음,1
정규직,13119,900,생활,4983,313.8,19,월세,없음,1
자영업,14084,635,주택,2872,96.2,14,자가,없음,1
계약직,2628,727,사업,1572,451.7,25,월세,없음,1
정규직,7375,509,그외,6902,245.2,19,월세,없음,1
계약직,2513,470,주택,945,,2,전세,없음,1
정규직,16398,560,그외,,373.8,9,전세,없음,1
미취업,15278,632,사업,,121.6,31,월세,없음,1
자영업,12051,486,그외,2517,417.9,6,전세,없음,1
자영업,17979,1000,,299,285.8,10,전세,없음,1
정규직,18060,710,,528,442.0,26,전세,없음,1
계약직,3759,610,사업,9924,96.7,28,자가,없음,1
정규직,11273,567,그외,4450,285.0,18,자가,없음,1
정규직,20003,792,사업,8239,330.6,4,월세,,1
자영업,2982,613,사업,8661,,13,자가,없음,1
,3986,645,사업,1988,138.6,4,자가,없음,1
정규직,,505,주택,2612,124.7,17,월세,없음,1
정규직,14414,718,그외,10013,104.5,25,자가,없음,1
정규직,19982,745,사업,9637,100.7,13,전세,없음,1
정규직,18918,629,주택,5759,219.6,18,자가,있음,0
계약직,17617,646,그외,4420,275.7,3,자가,없음,1
정규직,7001,542,주택,8030,192.8,12,전세,없음,1
정규직,,618,그외,1016,50.0,,월세,없음,1
미취업,5500,728,주택,7927,371.8,24,월세,있음,0
,13863,910,주택,3539,1.0,20,자가,없음,1
계약직,9472,587,그외,6200,1.0,12,자가,없음,1
정규직,6439,623,주택,7147,238.0,21,자가,있음,1
정규직,4437,630,그외,2120,520.0,29,전세,없음,1
계약직,12992,896,생활,2639,223.5,26,자가,없음,1
정규직,17010,1000,그외,8755,48.0,9,자가,없음,1
계약직,8626,308,그외,7809,221.3,5,,없음,1
정규직,13000,788,사업,6387,82.8,13,월세,없음,1
정규직,4511,619,사업,5155,28.8,24,자가,없음,1
계약직,17187,614,그외,6817,231.2,30,월세,없음,1
계약직,2503,679,주택,2421,316.8,,월세,없음,1
계약직,2329,581,사업,5559,144.8,19,월세,없음,1
계약직,11508,1000,주택,1193,207.0,3,월세,없음,1
계약직,17750,722,그외,3593,141.6,18,전세,있음,1
정규직,5949,327,그외,3499,447.5,3,월세,있음,0
자영업,6961,709,사업,5222,219.9,24,전세,없음,1
정규직,3173,555,주택,6570,93.2,21,월세,없음,0
자영업,16259,300,그외,5267,339.0,16,전세,없음,1
정규직,19115,558,그외,3712,69.3,18,월세,없음,1
정규직,15558,843,그외,3641,365.2,2,전세,있음,1
정규직,15883,662,사업,182,168.9,22,자가,없음,1
계약직,17776,300,주택,9258,216.2,9,자가,있음,1
자영업,14544,766,그외,2452,209.6,29,월세,있음,1
정규직,14450,694,사업,6715,68.3,15,자가,없음,1
자영업,6861,681,그외,9140,491.8,15,자가,없음,1
정규직,6402,789,생활,1087,280.3,,월세,없음,1
자영업,13423,570,사업,7784,268.6,11,자가,없음,1
자영업,7691,741,사업,9841,520.0,24,월세,없음,1
계약직,4651,463,생활,6994,67.2,6,월세,없음,1
자영업,7819,832,주택,2922,1.0,21,자가,없음,1
정규직,14535,581,주택,3100,1.0,9,자가,없음,1
미취업,6329,905,사업,5710,173.2,17,월세,없음,1
계약직,6312,619,생활,3962,273.6,25,전세,있음,1
정규직,16340,679,주택,751,1.0,16,자가,없음,1
미취업,18867,1000,생활,5860,134.3,26,자가,없음,1
계약직,4985,626,생활,6510,127.2,29,자가,없음,1
정규직,8603,629,사업,1365,194.4,14,전세,없음,1
정규직,6365,,주택,7335,257.1,29,월세,없음,0
정규직,9689,793,사업,6723,4.2,8,자가,없음,1
계약직,7710,668,주택,1161,249.5,12,월세,없음,1
정규직,15783,597,생활,4044,11.0,6,자가,없음,1
자영업,14265,820,주택,5477,270.4,,자가,없음,1
정규직,9938,584,생활,5969,181.1,21,전세,없음,1
미취업,7366,622,생활,2940,218.6,,자가,없음,1
계약직,15927,,주택,2688,370.2,1,월세,없음,1
자영업,20043,768,주택,2722,187.6,5,전세,있음,1
정규직,15683,580,주택,1907,50.8,27,자가,없음,1
정규직,2179,472,사업,2105,381.6,16,월세,없음,1
계약직,16544,781,생활,4017,265.7,0,월세,없음,1
정규직,11662,553,주택,3217,387.8,7,자가,없음,1
정규직,15092,817,생활,1599,119.4,31,자가,없음,1
자영업,10449,759,생활,7036,298.5,1,월세,없음,1
정규직,11100,395,그외,1352,249.5,11,월세,없음,1
미취업,5894,575,사업,4601,223.1,12,전세,있음,1
미취업,19091,931,그외,5603,141.3,8,월세,없음,1
정규직,14266,,주택,2660,417.7,6,,없음,1
계약직,7687,,그외,1289,518.9,18,전세,있음,0
,9348,556,생활,1732,186.9,27,월세,있음,1
자영업,3120,738,주택,2134,1.0,22,전세,,1
계약직,5778,1000,주택,8212,435.5,31,전세,없음,1
정규직,14309,580,생활,317,337.3,4,전세,없음,1
자영업,8718,905,사업,6550,402.0,25,월세,있음,1
계약직,16285,566,주택,9791,203.5,16,월세,없음,1
자영업,5600,461,그외,4672,271.0,15,월세,없음,1
정규직,17715,970,생활,9885,333.4,1,월세,없음,1
정규직,15954,433,주택,8487,310.3,3,월세,,1
정규직,15585,523,주택,1614,155.5,19,월세,있음,1
정규직,16238,1000,사업,9351,154.6,10,월세,없음,1
자영업,8766,1000,그외,2373,396.9,10,자가,없음,1
미취업,5970,385,그외,9341,266.2,1,전세,없음,1
정규직,10631,790,사업,6554,330.7,17,월세,없음,1
,19139,511,그외,9034,411.9,17,자가,없음,1
자영업,,759,사업,8519,493.6,2,자가,없음,0
계약직,3842,709,그외,7495,184.2,22,월세,있음,1
정규직,9643,547,주택,,249.0,8,전세,없음,1
계약직,8165,756,생활,5625,242.5,5,월세,없음,1
,13608,678,그외,1744,131.0,21,전세,없음,1
정규직,2868,718,생활,1076,137.0,28,자가,있음,1
정규직,6492,665,그외,9562,,14,월세,없음,1
정규직,11788,806,생활,4730,317.1,0,전세,없음,1
자영업,11683,622,주택,7001,37.6,7,자가,,1
자영업,18885,912,주택,2951,52.9,,전세,없음,1
계약직,9137,509,주택,329,,11,월세,없음,1
정규직,2945,758,사업,3787,184.3,12,월세,없음,1
미취업,9461,402,사업,1901,228.3,20,월세,있음,1
정규직,10800,416,생활,1697,315.5,18,자가,없음,1
자영업,12452,624,그외,4823,169.6,22,전세,,1
정규직,5275,544,사업,8546,226.1,24,자가,없음,1
계약직,16783,422,그외,8352,1.0,16,월세,없음,1
계약직,15372,704,생활,2441,108.4,18,월세,있음,1
자영업,,748,사업,1602,403.9,8,전세,없음,1
정규직,5115,723,생활,3828,356.3,17,월세,없음,1
자영업,20064,484,사업,7701,501.0,30,월세,없음,0
정규직,,492,주택,323,77.5,30,월세,없음,1
계약직,7400,548,그외,5250,254.8,,전세,없음,1
미취업,20384,517,그외,504,520.0,19,자가,있음,0
정규직,15855,764,주택,8162,370.1,8,전세,없음,1
정규직,4766,372,사업,4070,178.4,23,전세,없음,1
정규직,2188,439,주택,4697,22.0,21,전세,있음,1
자영업,2500,731,사업,2624,267.9,21,전세,없음,1
자영업,15692,379,,3004,385.7,24,월세,없음,1
정규직,10600,984,그외,2207,1.0,7,자가,없음,1
자영업,2315,845,주택,3974,290.6,,자가,없음,1
자영업,7835,698,그외,7091,1.0,9,자가,없음,1
정규직,8011,553,주택,1195,390.2,17,자가,없음,1
정규직,9625,1000,그외,1268,310.1,3,자가,있음,1
정규직,2784,408,사업,3054,399.7,29,전세,없음,0
계약직,12619,625,생활,144,130.3,28,자가,없음,1
정규직,3062,1000,사업,8160,180.0,26,월세,없음,1
정규직,4797,579,생활,914,292.9,11,전세,있음,1
정규직,15758,503,사업,707,245.8,17,월세,,1
,2337,568,생활,1495,520.0,9,월세,있음,1
정규직,4446,,그외,3157,1.0,14,,있음,1
정규직,8442,655,생활,315,158.9,26,,있음,1
자영업,,870,그외,4582,196.5,19,월세,없음,1
정규직,3531,631,사업,2890,154.1,5,전세,없음,1
정규직,3143,986,생활,6808,83.6,11,전세,없음,1
계약직,4802,819,사업,4773,74.5,18,자가,없음,1
계약직,8197,727,주택,3587,393.7,23,전세,없음,1
정규직,16196,,주택,3013,190.1,27,자가,없음,1
자영업,7909,576,사업,147,,23,자가,없음,1
정규직,19402,436,그외,4316,426.0,31,자가,없음,1
정규직,6804,724,사업,2337,,16,전세,없음,1
계약직,8424,421,생활,6385,181.5,14,자가,없음,1
,6920,495,사업,2108,,29,월세,없음,1
정규직,11663,412,사업,2618,173.9,13,자가,없음,1
정규직,4138,708,생활,8443,150.2,13,월세,없음,1
계약직,15693,547,생활,1895,34.1,24,월세,있음,1
계약직,5945,676,사업,7293,249.5,5,자가,없음,1
정규직,6450,1000,사업,955,281.9,6,월세,없음,1
정규직,6930,584,생활,9463,201.3,14,자가,없음,1
정규직,11047,467,사업,1035,203.2,26,월세,없음,1
정규직,6251,376,사업,3331,241.5,27,월세,있음,1
계약직,17407,668,사업,,221.7,9,월세,없음,1
정규직,,816,그외,1204,216.1,30,월세,있음,1
정규직,10249,681,주택,1618,,16,전세,없음,1
정규직,13312,852,사업,6549,477.1,16,자가,있음,1
미취업,4228,300,사업,1279,509.3,16,자가,있음,0
계약직,12478,781,그외,6408,132.0,28,자가,없음,1
정규직,4961,492,사업,383,166.6,3,월세,없음,1
정규직,13550,848,생활,9737,279.0,13,전세,없음,1
자영업,17295,300,주택,5897,237.0,0,월세,,0
계약직,7230,727,주택,7453,68.9,16,월세,없음,1
자영업,4100,528,,3022,187.3,22,자가,없음,1
계약직,19718,337,주택,6463,228.7,1,자가,없음,0
자영업,6615,737,사업,150,520.0,2,월세,없음,1
,14333,481,주택,4018,306.0,14,월세,없음,1
,,731,주택,1439,1.0,26,전세,없음,1
계약직,10928,614,생활,4430,193.8,20,전세,없음,1
계약직,15980,675,사업,114,319.9,1,전세,없음,1
계약직,3680,620,그외,5241,370.7,15,월세,,0
자영업,10165,589,그외,6074,520.0,16,자가,없음,1
자영업,17315,428,주택,5739,148.1,12,월세,있음,1
자영업,3245,719,주택,8062,486.4,18,자가,,1
정규직,6339,887,주택,6241,193.1,26,월세,없음,1
정규직,8065,540,사업,2280,121.3,29,월세,없음,1
,18777,306,생활,929,256.8,13,월세,없음,1
자영업,8311,908,그외,5222,264.6,15,,없음,1
자영업,9141,761,그외,1737,113.1,30,월세,없음,1
정규직,12934,912,주택,3302,342.6,13,월세,없음,1
정규직,5517,452,사업,9492,129.3,11,전세,있음,1
정규직,18923,487,,4654,232.9,26,전세,없음,1
정규직,3729,647,생활,9172,231.7,16,월세,있음,1
정규직,,653,주택,9239,315.0,3,,없음,1
미취업,7764,507,,3758,105.1,17,자가,없음,1
정규직,17717,409,그외,2981,457.0,13,전세,있음,0
정규직,7591,511,,9875,306.8,7,월세,있음,1
계약직,11604,768,그외,5065,429.1,23,자가,,1
계약직,6022,791,주택,7790,129.5,21,월세,없음,1
계약직,3777,316,사업,3001,381.2,14,자가,없음,1
계약직,9471,300,,491,125.5,29,전세,없음,1
계약직,10859,687,그외,7631,171.4,21,자가,없음,1
자영업,2739,565,생활,3811,373.6,20,월세,없음,1
자영업,4225,621,그외,6226,241.0,2,자가,없음,1
정규직,14739,591,주택,1026,289.1,25,전세,없음,1
자영업,9361,721,사업,595,344.2,8,자가,있음,0
자영업,18449,694,생활,2782,345.8,23,월세,있음,1
정규직,7946,522,주택,,416.8,16,자가,없음,1
계약직,4190,660,주택,2473,498.8,10,자가,없음,1
미취업,3737,462,생활,4707,317.0,4,전세,없음,1
자영업,6041,637,사업,6620,96.9,3,월세,없음,1
자영업,7161,1000,사업,1825,87.7,30,전세,없음,1
자영업,10092,889,생활,4893,130.5,15,전세,있음,1
,7074,654,그외,4395,457.1,5,월세,없음,1
정규직,19111,440,사업,1025,31.1,24,월세,없음,1
자영업,,750,사업,932,153.3,26,자가,없음,1
정규직,9358,1000,생활,4167,171.7,25,월세,없음,1
정규직,12829,549,그외,772,305.6,15,자가,없음,1
계약직,14920,453,생활,7043,332.3,28,전세,있음,1
계약직,15391,676,생활,7600,120.1,21,월세,없음,1
정규직,5222,770,사업,7148,199.7,1,자가,없음,1
자영업,12319,470,사업,7978,1.0,15,전세,있음,1
자영업,9616,778,주택,5279,387.0,23,월세,없음,1
자영업,10277,395,생활,9535,279.8,18,월세,없음,1
정규직,9678,626,생활,3612,330.9,25,전세,없음,1
정규직,18788,658,주택,8374,1.0,1,자가,있음,1
계약직,18834,530,사업,5675,187.3,2,전세,없음,1
정규직,16311,505,사업,7634,165.4,0,자가,없음,1
정규직,11368,798,그외,6557,263.8,9,월세,,1
미취업,10794,497,사업,9132,1.0,7,자가,없음,0
계약직,3085,561,그외,4572,296.1,26,전세,없음,1
정규직,18208,576,사업,8567,166.5,13,자가,없음,1
미취업,2963,899,생활,4882,195.4,3,전세,없음,1
정규직,16649,553,그외,6788,160.7,23,자가,없음,1
자영업,,694,생활,8235,38.6,19,월세,없음,1
정규직,17475,523,그외,5745,330.6,29,자가,없음,1
자영업,,826,사업,8741,511.0,28,자가,없음,1
정규직,13662,,주택,5916,343.0,21,자가,없음,0
자영업,12835,792,그외,10122,214.6,7,월세,없음,1
,7690,680,생활,7007,62.6,11,전세,없음,1
정규직,12063,849,사업,5261,28.8,1,자가,없음,1
정규직,12869,876,사업,8102,272.5,22,전세,없음,1
정규직,7606,581,그외,6130,369.5,29,자가,없음,1
정규직,10649,849,사업,2284,393.7,2,월세,없음,1
계약직,2899,857,사업,,167.6,7,월세,없음,1
자영업,9828,1000,사업,7422,88.4,18,,없음,1
정규직,12939,357,사업,3619,323.4,11,전세,없음,1
정규직,20128,451,주택,8152,84.0,5,월세,없음,1
정규직,12785,476,그외,3191,520.0,2,월세,없음,0
정규직,17821,540,주택,3834,182.3,,,없음,1
미취업,4326,873,사업,2759,273.3,2,전세,없음,1
자영업,14694,918,그외,3789,132.9,0,자가,없음,1
자영업,15822,300,주택,9709,344.1,8,월세,없음,0
정규직,9229,725,사업,1906,68.1,9,자가,없음,1
미취업,2670,998,그외,8427,1.0,22,월세,없음,1
미취업,15476,460,주택,1956,415.5,28,전세,없음,1
미취업,3711,744,그외,8540,321.2,18,전세,없음,1
정규직,7773,300,그외,1289,230.5,7,월세,없음,1
자영업,11142,576,생활,9110,,27,전세,있음,1
자영업,2063,924,그외,149,99.8,25,월세,있음,1
미취업,18045,422,사업,7163,261.4,8,,없음,0
자영업,12345,656,생활,755,296.2,20,자가,없음,1
정규직,16729,690,생활,5134,421.5,23,자가,없음,1
자영업,10967,351,생활,4931,156.8,22,월세,없음,1
계약직,2415,730,주택,4741,143.0,31,자가,없음,1
계약직,11760,769,그외,1902,145.7,13,자가,없음,1
정규직,2770,389,주택,805,306.4,16,전세,없음,1
정규직,4395,300,그외,7193,1.0,17,자가,없음,1
,3717,596,사업,1909,158.4,10,전세,있음,1
정규직,13215,541,사업,6965,343.1,15,자가,없음,1
정규직,7027,704,주택,8541,243.4,21,전세,없음,1
자영업,15529,884,생활,225,450.2,14,전세,없음,1
정규직,7511,459,사업,3712,263.7,18,월세,없음,1
미취업,8256,539,생활,8803,226.1,25,자가,없음,1
자영업,4171,852,생활,6277,192.3,16,월세,없음,1
정규직,17771,1000,생활,1316,277.9,9,자가,,1
정규직,10748,725,생활,7799,254.9,25,자가,없음,1
미취업,17261,744,사업,3340,109.4,17,전세,없음,1
자영업,17308,300,사업,8232,147.1,12,월세,없음,1
정규직,8641,,그외,1880,239.4,26,자가,없음,1
정규직,7970,403,,7313,506.0,10,월세,없음,1
,14025,1000,그외,8316,293.1,3,월세,없음,1
정규직,15338,834,그외,4928,303.5,30,전세,없음,1
미취업,4275,769,주택,4696,425.9,24,월세,없음,0
정규직,11365,740,사업,5700,1.0,23,전세,없음,1
정규직,18450,701,사업,7416,426.3,2,전세,없음,1
자영업,3196,460,그외,979,262.5,2,자가,없음,1
정규직,5456,740,그외,109,383.8,29,자가,있음,1
자영업,11504,567,주택,1503,84.5,9,월세,없음,0
자영업,8469,420,생활,5322,249.9,5,전세,없음,1
정규직,19918,949,생활,8826,463.6,17,전세,없음,1
정규직,17703,418,사업,523,156.0,28,전세,있음,1
정규직,8234,528,사업,2635,346.9,21,월세,없음,1
정규직,12735,720,,705,192.3,7,자가,없음,1
자영업,9335,619,생활,2150,331.0,7,월세,없음,1
,18629,576,주택,9634,280.4,2,월세,있음,1
계약직,10635,300,주택,6148,51.9,19,자가,없음,1
자영업,16862,548,그외,631,394.8,28,전세,없음,1
정규직,14359,674,생활,3713,140.3,12,자가,없음,1
자영업,19774,465,주택,4397,214.7,7,월세,없음,1
정규직,,,사업,9850,342.6,0,전세,없음,1
정규직,15725,697,그외,5773,399.2,29,전세,있음,1
미취업,3752,881,사업,7293,383.9,2,월세,없음,0
미취업,4718,300,그외,2024,279.8,30,자가,없음,1
계약직,8605,1000,생활,3595,201.3,13,자가,없음,1
자영업,8260,760,생활,3316,1.0,25,자가,없음,1
정규직,14036,800,생활,4124,201.0,29,자가,없음,1
정규직,15049,300,생활,5801,62.6,4,자가,있음,1
미취업,8540,553,사업,1249,265.4,13,자가,없음,1
자영업,20441,498,주택,5328,50.0,29,월세,없음,1
정규직,16116,947,그외,3160,146.6,8,월세,없음,1
정규직,,520,주택,6211,176.2,13,전세,없음,1
계약직,9133,416,사업,4937,349.6,19,전세,없음,1
,10761,,그외,4788,253.1,24,월세,없음,1
정규직,18129,553,생활,3460,211.8,0,자가,없음,1
정규직,11159,1000,사업,7771,173.0,8,월세,없음,1
계약직,3879,766,사업,8421,151.6,13,전세,있음,1
미취업,,887,사업,8391,404.4,3,자가,없음,1
