line_code,material_grade,chamber_temp,chamber_pressure,chamber_humidity,vibration_level,cycle_time_sec,power_kw,worker_years,good_rate_percent
L2,M2,96.62,49.90,56.6,0.7684,133.3,186.88,10,94.80
L2,M3,101.12,,70.5,1.2417,118.3,218.13,9,95.51
L2,M2,102.71,51.81,50.0,1.3237,119.9,225.21,2,95.82
L2,M1,109.02,47.53,31.9,1.0053,128.7,177.65,9,95.98
L2,M1,96.89,51.09,62.4,1.1181,124.6,195.94,5,94.29
L2,M1,96.80,49.78,44.5,0.7508,124.1,216.68,8,94.16
L1,M2,97.23,51.02,42.9,0.9497,110.3,242.60,1,93.35
L2,M3,99.70,52.06,28.0,1.0767,120.0,211.55,7,95.39
L2,M2,105.11,45.33,47.4,1.3738,115.9,213.02,8,94.35
L1,M3,,52.75,55.4,0.9911,134.5,182.02,4,94.65
L1,M1,102.64,46.75,47.3,0.9615,132.9,192.57,8,94.58
L2,M1,101.68,48.84,48.0,1.2327,111.2,231.60,11,95.59
L2,M1,95.74,51.39,64.9,1.0137,112.1,209.11,8,93.97
L2,M2,96.22,49.37,54.8,1.1637,137.0,193.61,5,93.48
L2,M3,100.03,50.11,47.2,1.2492,113.9,214.85,11,93.76
L1,M1,99.42,51.04,64.7,0.9558,106.0,185.16,11,96.40
L1,M1,98.34,51.17,72.0,1.1149,136.9,229.14,4,95.08
L1,M1,105.98,52.02,41.2,1.0145,124.7,204.05,9,93.69
L2,M3,106.25,51.02,64.7,1.2016,123.1,200.09,4,95.41
L1,M1,98.83,49.24,47.7,0.8923,135.3,170.42,9,94.00
L1,M1,93.58,45.89,56.4,0.9446,112.2,203.47,8,93.70
L1,M2,102.32,50.04,43.6,1.1023,143.9,179.87,3,92.62
L1,M2,,49.55,41.7,0.5987,111.5,194.10,6,92.33
L2,M3,100.50,48.20,50.7,0.9790,109.0,195.93,8,93.98
L1,M1,96.26,52.72,52.8,1.1876,112.8,198.71,9,93.59
L1,M2,95.01,47.64,71.2,0.6886,103.2,227.46,10,94.66
L1,M1,102.74,49.88,36.0,1.0169,109.6,206.46,4,95.32
L2,M3,106.52,49.74,45.6,1.2104,114.2,196.45,1,95.91
L1,M1,102.26,49.06,45.0,0.8433,121.6,192.53,10,93.99
L1,M1,94.19,50.81,31.6,1.1578,111.4,224.14,7,95.91
L1,M1,104.43,50.89,50.5,1.0296,123.2,206.48,7,93.32
L2,M1,100.84,,44.6,0.4808,119.6,225.33,7,97.17
L1,M1,103.29,47.40,57.7,1.2175,121.2,196.33,3,92.94
L2,M2,99.34,48.11,49.8,0.8620,137.0,217.73,6,94.98
L1,M1,93.35,51.06,39.2,1.2155,111.5,183.59,11,96.12
L1,M1,100.83,47.12,36.3,1.2807,132.0,180.79,2,94.61
L2,M2,95.56,47.73,65.3,0.9511,,192.56,7,95.63
L1,M3,102.41,50.85,64.1,1.3385,139.7,180.78,2,93.97
L1,M3,99.71,46.59,48.6,0.9879,126.2,225.39,11,94.88
L1,M2,108.22,50.97,49.2,1.2294,101.7,180.75,10,94.02
L2,M2,100.43,51.08,41.8,1.1906,123.4,171.88,8,93.57
L1,M3,103.16,49.23,53.6,1.2966,123.5,193.15,7,92.87
L1,M3,92.80,53.64,33.8,0.7794,113.8,203.91,10,95.64
L1,M1,99.70,47.08,66.8,1.0872,105.5,188.85,2,93.73
L1,M2,95.87,50.50,38.5,1.1116,131.4,216.82,11,92.48
L1,M3,108.32,48.89,52.7,0.9449,116.7,201.08,1,94.10
L1,M1,108.06,52.90,46.0,0.7797,114.7,177.70,3,94.46
L2,M1,,52.18,48.9,0.6865,111.5,215.54,6,91.43
L1,M2,102.46,53.71,70.7,0.7184,120.5,187.36,11,93.70
L1,M1,103.75,47.89,33.6,0.7223,117.5,185.86,1,92.45
L1,M3,92.54,49.69,59.8,0.9805,131.0,219.43,2,94.35
L1,M1,104.53,47.59,45.6,1.3530,121.5,189.23,11,95.76
L2,M1,104.45,47.38,56.4,0.9086,106.9,187.48,11,95.74
L1,M1,108.46,50.61,60.1,0.9343,,203.74,9,94.75
L2,M1,92.36,48.69,65.2,0.8184,111.6,202.40,7,95.32
L1,M3,105.82,48.56,58.5,1.0895,125.4,206.10,2,94.01
L1,M3,103.34,47.63,61.9,0.4522,120.4,166.55,9,95.16
L1,M2,99.13,51.23,51.6,1.1978,112.9,224.22,4,94.92
L2,M3,92.68,,62.5,0.6927,109.7,230.12,1,94.61
L2,M1,90.80,49.06,58.9,0.7857,,179.91,4,94.61
L1,M1,105.04,56.28,54.2,0.9560,102.3,193.74,3,95.00
L2,M3,105.41,,69.7,0.8862,111.0,221.96,10,95.69
L2,M1,106.70,53.40,72.0,1.0117,129.8,248.76,5,93.98
L2,M2,100.34,49.02,72.0,0.7862,131.1,199.66,5,92.83
L2,M1,107.48,46.44,58.7,0.6879,131.8,181.27,8,94.87
L1,M1,105.91,46.31,48.7,0.7328,120.9,206.72,7,93.36
L1,M3,98.76,51.16,70.4,0.9264,103.0,167.54,8,92.16
L1,M1,101.77,52.53,58.1,0.9374,140.9,209.89,5,95.33
L1,M2,100.59,50.31,45.0,1.1405,109.4,182.28,4,94.09
L1,M2,108.93,51.67,67.6,0.7279,126.8,211.08,2,95.25
L1,M2,96.46,46.37,49.4,0.8414,112.7,213.92,8,95.11
L1,M1,101.14,,57.1,0.8499,118.5,188.01,2,92.44
L2,M1,93.59,51.10,37.9,1.0014,135.5,193.47,9,96.14
L1,M1,90.64,53.27,55.9,0.9784,98.5,227.04,3,93.86
L1,M1,98.69,48.09,72.0,1.2844,119.1,182.73,9,94.23
L2,M1,101.17,51.16,31.7,0.8617,119.8,201.42,8,95.30
L2,M1,98.04,48.17,49.0,1.3634,130.1,142.08,7,96.04
L2,M2,96.24,51.20,68.5,1.0230,117.3,192.13,7,96.17
L2,M2,106.57,46.94,61.2,1.0172,118.6,185.96,1,93.92
L2,M2,96.36,48.36,50.6,0.9221,135.6,205.52,5,95.40
L1,M2,95.33,51.21,41.5,1.0003,123.1,150.59,1,94.80
L2,M3,94.40,47.89,44.9,0.8269,121.4,148.90,9,93.62
L2,M3,97.95,46.99,72.0,0.8073,108.6,190.59,3,94.07
L2,M2,92.13,50.30,37.8,0.8594,112.0,202.74,11,94.15
L1,M2,98.65,48.11,57.2,1.1825,113.0,193.65,8,94.14
L2,M2,99.13,,35.5,1.0438,121.4,194.71,6,93.49
L1,M1,99.20,58.75,42.7,0.6684,113.6,176.70,7,94.12
L2,M3,97.76,48.04,43.6,1.0593,127.4,237.12,6,95.07
L2,M2,95.71,49.33,48.1,0.8407,118.6,186.81,5,95.33
L1,M1,109.48,50.17,37.8,1.0295,122.5,217.43,1,91.92
L1,M1,100.12,55.20,45.3,1.0792,100.3,234.35,10,95.06
L2,M2,105.88,51.69,43.7,0.8113,109.3,200.07,5,94.25
L1,M3,88.66,,68.4,1.1814,107.8,179.95,10,95.33
L1,M3,101.18,50.20,57.1,0.6346,124.5,210.14,9,96.19
L1,M2,98.16,50.89,47.0,0.9551,115.8,207.74,6,92.92
L2,M3,97.64,46.21,70.4,0.9213,121.4,193.60,6,94.07
L2,M1,96.13,51.42,66.7,0.7502,117.1,218.51,10,94.86
L2,M1,93.16,52.25,47.6,1.0068,99.5,220.44,6,95.32
L2,M3,101.68,45.42,43.7,0.9779,108.2,198.61,2,93.65
L1,M2,107.69,49.30,59.1,0.8336,114.9,165.26,6,94.15
L2,M1,97.56,48.23,54.6,0.9807,127.9,212.13,8,92.67
L1,M1,94.98,47.20,32.7,1.0328,114.2,187.13,3,95.17
L2,M1,94.28,52.95,61.7,1.0571,111.4,188.63,2,93.72
L1,M3,102.73,53.06,43.6,0.8022,130.3,197.27,5,92.85
L2,M1,89.38,52.30,69.9,0.9620,137.6,197.37,10,94.32
L1,M3,93.27,,62.4,0.8583,136.8,207.36,7,93.87
L1,M1,,51.56,35.4,1.3003,121.7,182.57,2,93.72
L1,M2,101.06,,53.8,0.9284,117.6,208.94,7,94.44
L1,M3,107.23,53.04,29.2,1.3207,125.6,164.65,9,93.84
L2,M1,96.06,46.50,53.3,1.0627,124.7,244.48,3,93.65
L1,M1,102.87,48.74,48.4,1.2759,102.3,163.72,2,94.60
L2,M1,100.35,52.36,69.8,0.7208,131.5,167.97,10,94.66
L1,M2,85.60,50.87,46.8,1.2698,116.0,188.79,11,94.15
L2,M3,93.99,48.04,47.1,0.9798,122.0,211.51,4,95.06
L1,M3,103.65,53.05,72.0,0.9320,124.2,235.35,3,92.86
L2,M1,97.15,50.51,46.4,0.9686,137.3,218.08,2,95.36
L1,M3,101.00,47.65,62.1,1.2350,126.6,198.80,1,92.57
L1,M3,105.67,48.86,48.7,0.9548,121.7,228.52,6,93.46
L1,M2,90.90,52.37,35.3,1.1561,134.0,226.81,6,94.31
L2,M1,100.16,49.75,45.7,0.9617,123.8,202.79,10,95.98
L1,M3,102.97,52.44,34.9,1.0258,,227.98,9,94.64
L2,M1,110.31,51.53,60.3,0.6602,107.3,194.18,1,94.56
L1,M3,91.11,51.52,72.0,0.9197,123.8,177.74,4,94.09
L1,M2,99.86,49.43,36.1,0.5171,125.1,166.80,1,93.68
L1,M3,106.77,46.41,58.2,1.2056,117.2,197.32,5,93.14
L2,M1,102.10,47.07,53.8,0.9461,142.4,200.74,2,94.04
L2,M1,97.93,53.21,54.4,0.9244,114.1,246.26,3,94.48
L1,M2,103.70,50.27,43.1,0.5149,114.8,183.46,2,93.36
L2,M2,97.85,51.81,40.8,0.7584,125.9,207.01,1,92.06
L1,M3,100.64,52.65,55.4,0.7952,130.9,181.16,11,94.55
L1,M3,94.29,46.94,51.2,0.9880,96.2,188.26,7,92.71
L2,M3,97.88,49.75,28.8,0.8537,114.9,179.43,8,95.99
L2,M3,103.09,50.13,47.2,1.4415,121.6,243.94,6,94.80
L1,M3,91.96,50.59,55.5,0.9917,131.5,201.16,6,93.50
L2,M2,95.83,51.84,,0.7401,128.1,188.60,10,94.30
L1,M1,90.50,49.18,61.9,0.9263,108.7,177.81,3,94.79
L2,M2,96.28,47.86,54.8,1.3038,113.3,202.26,3,92.79
L2,M3,99.65,48.76,38.6,1.2594,129.5,167.69,6,94.68
L2,M1,95.15,,59.8,1.0332,135.7,189.77,4,94.50
L1,M2,101.87,52.19,49.2,1.4893,101.8,193.52,7,95.57
L1,M3,98.94,49.81,32.8,1.1403,128.7,162.08,4,92.18
L2,M3,103.48,48.33,53.5,1.1895,123.8,222.60,11,94.73
L1,M3,98.70,52.82,50.9,0.9678,127.3,212.23,11,93.37
L1,M1,103.38,52.48,72.0,0.8500,120.1,229.46,8,93.73
L1,M1,100.56,52.84,53.3,0.8544,111.0,196.90,6,93.74
L1,M3,103.18,51.39,46.3,1.1578,102.8,208.05,10,93.64
L2,M3,105.64,51.80,43.1,1.2086,123.9,184.21,3,93.70
L2,M2,110.03,50.68,60.2,0.9070,114.6,218.99,3,93.31
L1,M2,97.73,50.25,52.6,0.7980,127.5,206.12,3,94.39
L2,M2,102.32,51.30,51.5,1.3231,116.2,193.79,4,93.35
L2,M1,98.61,51.61,57.5,1.0060,110.2,222.92,7,94.66
L1,M3,100.78,,58.4,0.8686,104.4,168.89,5,94.52
L1,M1,98.95,50.00,36.5,0.9201,109.0,151.54,8,93.48
L1,M1,103.13,52.11,,1.2030,122.6,188.01,4,95.77
L1,M3,,49.54,54.2,1.3651,104.8,232.09,4,94.20
L1,M1,,47.59,72.0,0.7273,128.4,190.80,9,94.81
L1,M1,102.71,53.37,28.0,0.9919,131.7,203.14,2,94.04
L2,M1,94.09,49.31,54.9,1.0632,116.3,171.71,3,93.53
L2,M3,107.33,49.48,,0.9788,109.0,194.28,1,93.29
L2,M2,102.63,45.23,46.4,0.6938,117.4,205.30,9,94.27
L2,M2,96.65,48.00,50.8,1.1538,123.4,190.40,9,93.78
L2,M1,101.59,49.44,52.6,0.5788,114.7,204.11,6,92.86
L1,M2,105.90,52.12,50.3,1.1533,122.3,184.11,9,95.19
L2,M1,99.94,53.05,58.6,1.2452,109.0,217.12,2,93.45
L1,M1,107.76,51.55,54.1,1.1718,124.2,186.62,3,93.44
L1,M1,105.68,51.64,47.5,1.3293,117.2,212.74,4,94.96
L1,M3,103.01,50.61,62.6,1.1451,101.0,192.57,8,94.14
L2,M1,101.34,48.06,,0.6719,128.1,189.65,8,93.45
L1,M1,94.29,48.04,50.1,1.0588,129.7,206.12,6,92.61
L1,M2,95.12,54.28,28.0,0.9103,128.0,198.26,9,94.36
L2,M3,96.11,48.02,72.0,1.2345,117.3,197.30,11,96.16
L2,M1,102.48,51.50,48.6,1.0748,131.1,198.02,9,95.90
L2,M1,105.90,48.87,56.7,0.9395,130.3,212.37,7,94.57
L1,M1,106.75,48.60,47.2,1.0676,112.2,201.25,6,93.59
L1,M2,100.47,49.50,56.5,1.1513,125.5,250.75,1,94.41
L1,M1,95.89,49.07,65.6,1.0552,129.2,156.10,1,94.10
L1,M3,92.82,47.65,48.2,1.0245,116.5,199.51,6,94.05
L2,M3,94.17,49.83,63.2,0.9265,116.7,182.78,6,95.29
L2,M2,96.34,52.03,48.9,0.6981,121.8,202.43,9,94.88
L2,M2,99.85,49.32,61.0,1.1087,127.9,194.07,5,92.47
L1,M1,92.68,45.90,37.2,0.8356,116.0,192.16,4,94.29
L2,M1,102.01,54.45,68.8,0.7281,122.0,215.33,7,95.09
L2,M3,96.43,49.30,35.7,1.0579,121.3,177.23,5,96.08
L2,M2,97.65,,57.5,1.2544,121.4,195.08,2,94.08
L1,M1,99.31,48.20,51.2,1.0895,124.7,218.37,3,94.73
L2,M1,103.20,49.13,72.0,1.2890,120.3,170.07,4,93.89
L2,M1,93.17,50.26,33.7,0.9766,115.0,252.00,7,94.12
L1,M3,103.73,50.58,,0.9838,113.1,192.35,1,93.60
L2,M2,93.02,53.69,42.9,0.6439,115.9,156.26,2,93.12
L1,M1,110.49,49.63,68.5,0.9136,140.4,220.71,3,92.10
L2,M1,102.38,47.37,60.5,1.2443,99.5,191.21,7,93.84
L1,M1,98.40,53.35,67.7,1.0782,105.9,184.16,5,92.91
L2,M1,105.44,47.71,53.7,0.9386,123.2,197.36,7,93.98
L2,M2,95.95,49.57,62.5,1.0781,106.3,248.08,4,93.28
L1,M2,102.38,49.01,42.1,0.9420,135.8,221.09,6,92.69
L2,M1,106.43,54.18,28.7,0.8605,122.4,202.11,11,95.38
L1,M3,98.67,50.87,39.2,1.2638,107.2,206.35,7,93.73
L1,M1,97.75,47.65,52.7,1.1233,110.6,196.65,11,94.65
L2,M2,100.80,46.89,32.3,1.1801,119.5,180.20,5,94.67
L2,M1,102.03,49.96,,1.5126,128.6,148.81,6,96.30
L1,M1,98.00,49.69,63.3,1.0591,123.4,196.42,7,95.02
L2,M3,96.92,47.66,28.0,1.1810,114.7,190.64,2,95.12
L1,M1,95.11,50.09,47.1,1.3731,109.7,226.71,8,93.98
L2,M2,100.03,,45.4,0.9332,116.7,209.96,2,94.41
L2,M3,92.49,51.96,51.3,0.7557,122.2,173.08,1,93.43
L2,M3,94.77,48.74,47.6,1.1170,118.5,150.98,7,94.70
L1,M2,93.18,50.34,56.5,1.3454,136.5,193.12,11,94.55
L1,M1,99.50,49.60,58.3,0.9035,104.2,201.02,8,92.95
L2,M2,105.58,51.31,32.3,1.0561,132.9,224.55,9,93.97
L1,M2,94.36,50.15,55.1,0.9263,129.8,208.11,1,94.78
L2,M1,107.00,51.47,48.5,0.8089,133.9,219.49,1,92.38
L1,M3,104.85,48.48,44.6,0.6767,102.2,171.63,9,94.41
L2,M3,102.64,50.41,45.2,1.0303,116.5,213.64,2,93.55
L2,M3,94.61,50.19,45.3,0.8960,125.2,220.28,11,96.48
L2,M2,102.97,50.44,53.3,1.2696,126.8,179.77,4,93.73
L2,M3,105.26,49.13,64.1,1.2412,130.4,181.14,8,93.38
L2,M1,102.27,51.16,37.1,0.9314,115.5,150.43,9,95.79
L1,M2,105.60,49.75,35.6,0.7656,125.2,183.45,11,94.88
L2,M3,104.23,50.54,55.4,0.6975,114.8,179.87,11,96.61
L2,M2,97.64,,47.7,1.1132,121.4,186.91,8,95.36
L2,M2,102.97,51.66,45.4,1.2019,105.8,190.39,11,94.09
L1,M1,103.44,51.27,58.9,1.2170,127.4,212.22,7,95.59
L1,M1,115.11,51.85,55.7,0.9252,134.6,194.01,8,94.38
L2,M2,103.73,53.55,57.2,0.9641,123.4,206.02,6,94.58
L2,M2,104.75,50.99,39.8,1.0515,96.0,204.42,2,94.66
L2,M2,103.99,51.18,51.9,1.0625,126.4,153.69,3,92.59
L1,M2,98.30,50.99,57.4,0.9858,95.7,179.72,11,92.75
L1,M3,109.90,52.17,39.2,0.9291,145.9,158.55,6,95.71
L1,M1,94.81,48.97,34.0,0.7660,125.5,190.81,11,92.57
L2,M3,94.19,51.25,55.8,1.1486,135.2,173.20,2,92.09
L2,M2,95.11,47.02,28.0,0.5951,107.8,192.55,10,94.66
L1,M3,113.78,51.09,49.1,1.1149,122.7,219.00,11,94.44
L2,M2,105.66,52.65,51.8,1.2086,119.9,210.66,10,95.00
L2,M2,101.11,48.64,57.7,0.8174,115.9,151.33,8,94.44
L1,M2,106.01,50.17,46.0,0.9242,127.6,193.27,4,92.75
L2,M1,106.99,48.02,63.6,0.9620,101.1,217.22,5,94.02
L2,M2,104.22,53.55,55.5,1.2280,113.8,171.97,9,95.54
L2,M1,97.88,51.00,68.5,1.0373,102.4,205.75,1,93.01
L2,M3,99.43,56.08,34.8,1.3428,117.0,228.10,1,93.53
L2,M1,106.00,51.68,55.6,1.2621,116.4,196.00,2,92.13
L1,M1,93.57,48.94,41.5,1.2565,119.8,220.67,8,94.38
L1,M3,102.10,51.74,71.1,0.7587,126.0,190.25,6,94.26
L1,M3,90.41,48.87,41.5,1.1789,115.6,207.73,3,95.21
L2,M3,88.45,47.92,58.3,1.0620,119.9,198.10,7,97.42
L2,M1,100.96,47.17,,1.2164,121.5,167.38,6,93.36
L2,M3,101.19,48.86,48.7,0.9409,148.6,206.69,7,95.93
L2,M2,99.23,48.85,56.4,1.1761,128.5,190.14,7,95.17
L1,M3,95.89,44.65,62.2,0.8745,128.5,232.82,3,92.00
L1,M3,95.28,53.51,69.3,1.1688,112.3,198.02,6,92.54
L2,M2,108.48,48.72,61.3,0.9917,111.9,208.49,4,94.86
L2,M2,91.06,48.27,37.5,1.0423,127.3,188.13,6,96.10
L1,M1,105.19,48.65,68.3,0.9094,131.2,171.86,9,94.16
L1,M1,,50.03,51.7,0.7220,127.8,206.11,2,95.18
L1,M2,,52.49,28.0,1.3312,106.8,172.53,6,93.35
L1,M2,102.08,54.91,38.1,1.2366,124.7,211.75,4,92.73
L1,M1,96.51,49.26,28.0,0.6815,108.7,222.80,11,94.21
L1,M2,102.30,51.25,65.3,1.0177,,199.90,5,92.87
L1,M3,107.45,50.21,41.7,1.0248,106.4,181.71,7,92.42
L2,M1,93.99,51.81,48.3,1.0543,97.9,170.01,3,95.52
L2,M1,90.26,52.43,46.2,1.0639,124.4,229.41,10,94.80
L1,M3,96.42,51.97,,0.9377,121.3,179.18,10,93.23
L1,M2,105.60,49.87,37.7,0.8667,137.8,219.12,4,93.38
L1,M2,98.77,50.23,55.4,1.0027,115.3,180.56,3,94.94
L2,M2,100.65,52.90,69.8,0.7605,129.6,195.78,8,94.47
L2,M2,97.71,50.48,55.8,0.8543,131.9,200.32,9,98.06
L2,M1,100.31,50.01,35.9,1.1090,125.1,187.87,1,91.97
L1,M3,90.82,49.45,48.0,1.1571,115.1,207.29,2,92.36
L2,M2,102.08,48.52,56.5,0.6592,137.8,216.33,9,93.91
L1,M2,107.39,50.89,51.3,1.1896,118.4,189.49,8,91.78
L2,M2,,53.95,50.7,0.7843,120.7,197.96,11,94.58
L1,M1,96.77,48.80,40.1,0.9168,131.9,184.43,11,94.96
L1,M1,97.28,48.05,72.0,0.9898,115.1,195.09,4,93.35
L2,M1,95.81,51.77,30.9,0.8149,125.6,210.41,11,96.71
L1,M3,94.42,53.03,30.0,1.3256,136.7,189.36,8,93.80
L1,M3,100.80,48.73,55.6,1.1883,121.0,197.43,10,94.14
L2,M2,100.59,,57.4,1.2457,120.1,203.87,11,92.62
L2,M2,104.28,49.50,40.5,1.0842,111.7,214.16,10,93.64
L2,M2,102.29,49.71,43.1,1.0096,,190.63,10,94.91
L2,M3,104.17,48.50,60.6,1.0600,133.0,206.57,4,93.42
L2,M1,111.54,51.51,45.0,1.0420,106.8,195.42,7,96.65
L1,M1,98.31,48.14,52.4,1.3043,121.0,207.17,3,93.57
L1,M3,98.50,50.71,45.4,0.7595,120.2,216.48,7,93.18
L2,M1,95.96,50.41,41.6,0.7963,116.9,191.09,5,94.72
L2,M3,108.05,46.33,66.4,1.3062,127.5,182.43,8,95.90
L2,M2,91.98,49.00,55.7,0.8215,146.1,201.45,1,93.26
L1,M1,96.69,47.84,54.8,0.6072,121.6,218.01,3,94.09
L2,M2,101.75,53.41,44.7,1.4362,126.2,208.70,1,94.62
L1,M3,102.22,51.80,33.1,0.9975,134.2,177.81,1,93.02
L2,M3,105.88,47.50,43.7,0.9400,110.1,173.00,2,95.21
L2,M1,95.74,48.87,43.1,0.8954,119.1,229.43,4,94.63
L1,M3,97.95,50.06,31.9,1.0065,125.9,192.91,4,95.14
L2,M3,105.16,48.23,28.0,0.8706,129.9,223.46,3,94.03
L2,M2,94.85,52.91,33.4,0.9469,104.0,159.41,3,93.50
L1,M2,97.96,48.52,69.1,0.6181,103.9,164.04,2,92.89
L2,M1,92.51,52.59,30.2,0.9869,117.2,210.59,2,94.20
L2,M1,102.38,51.63,51.3,0.9962,127.1,171.88,11,96.61
L1,M3,96.11,50.15,41.0,1.0724,110.9,183.77,10,93.18
L1,M3,93.83,53.27,63.6,0.8727,125.5,180.80,1,95.18
L2,M3,109.79,53.47,51.7,1.0625,117.4,192.83,3,93.56
L1,M3,100.85,48.09,58.7,0.8028,116.3,189.40,10,94.34
L2,M2,104.54,49.13,40.4,1.0427,111.1,234.15,9,95.23
L1,M3,116.18,48.96,64.9,0.9268,109.9,210.24,10,95.29
L1,M1,96.65,51.28,37.1,0.9568,129.3,177.50,9,96.07
L2,M2,106.25,48.01,36.9,0.9836,119.0,213.28,7,93.60
L1,M1,103.76,49.06,42.9,0.6486,124.4,212.54,1,93.76
L2,M1,99.99,50.80,28.0,0.9459,128.2,192.83,10,94.76
L2,M3,102.88,54.02,,0.8855,113.5,197.27,4,94.58
L1,M2,102.42,55.62,51.8,1.1414,117.6,209.48,8,95.06
L1,M3,97.28,50.07,50.1,0.8189,132.2,153.03,5,94.24
L1,M3,99.30,47.44,37.8,1.0893,128.7,238.88,10,94.81
L1,M2,101.52,51.71,54.0,1.0351,126.0,197.49,1,93.20
L2,M1,99.84,51.07,51.7,1.1995,127.3,172.44,9,94.66
L2,M3,91.89,51.15,51.7,1.2150,124.6,225.47,3,93.30
L1,M1,,55.38,43.1,1.2085,106.4,169.40,8,94.61
L2,M2,102.43,47.50,28.0,0.8624,125.1,197.65,7,94.23
L1,M2,94.79,50.82,56.3,1.0079,113.5,170.42,3,93.52
L2,M3,97.33,45.60,28.0,0.8390,,183.80,9,95.04
L2,M3,106.41,49.07,41.7,0.9948,104.2,191.53,8,93.98
L2,M1,95.31,,31.2,1.0205,136.8,194.48,5,95.64
L2,M1,99.21,,56.5,1.3017,118.7,200.61,1,94.63
L2,M1,105.25,49.47,42.0,0.6433,122.7,164.80,2,94.28
L2,M2,102.32,49.05,65.7,1.0059,116.8,184.55,5,95.31
L1,M1,102.54,52.00,41.3,1.0175,115.9,219.89,7,96.39
L1,M1,102.06,51.07,35.4,0.7855,128.4,224.86,6,94.67
L2,M2,99.69,48.94,48.1,1.0201,112.6,195.14,9,94.31
L1,M3,102.14,49.10,72.0,1.2020,,182.86,7,94.20
L1,M1,91.42,53.71,49.5,0.9536,120.1,145.45,1,93.90
L2,M1,92.88,51.16,46.0,1.0540,115.0,192.88,8,94.19
L2,M1,100.70,50.98,40.5,1.0519,126.3,161.89,6,95.42
L1,M3,95.67,45.81,54.7,0.8269,128.1,183.23,7,94.89
L2,M2,107.00,53.17,65.6,0.9133,111.2,192.38,6,92.04
L1,M2,102.58,50.61,65.3,0.9446,113.9,203.19,11,92.72
L2,M1,102.71,49.02,55.0,0.8804,120.9,193.52,8,95.62
L1,M3,102.79,49.20,48.4,1.1015,131.9,215.44,9,92.88
L2,M1,109.47,49.38,59.4,1.2447,121.8,222.60,1,94.35
L2,M2,96.81,46.48,53.4,1.2876,127.4,210.75,1,94.34
L1,M3,99.06,53.43,52.7,0.9801,109.8,185.21,7,93.45
L2,M2,93.19,52.93,67.6,1.1599,124.1,193.88,9,94.22
L2,M2,103.01,49.64,54.3,1.2296,104.9,206.36,5,93.50
L1,M1,96.17,47.59,66.2,0.9840,110.5,212.45,1,95.57
L2,M1,99.06,48.80,45.6,0.7232,134.2,175.71,9,94.88
L2,M2,103.07,48.88,49.4,0.9535,108.1,193.83,9,93.86
L1,M1,,49.97,49.4,1.1005,118.0,202.54,7,92.69
L2,M1,101.76,49.52,36.1,1.0936,105.9,140.62,9,95.63
L2,M1,101.95,,47.3,1.2037,117.5,224.92,2,93.89
L2,M1,109.82,48.96,57.2,0.9218,121.7,183.96,7,95.93
L1,M2,102.18,50.62,68.5,1.1339,118.6,199.31,9,93.18
L2,M1,99.41,51.36,39.9,0.9493,132.0,198.94,11,93.63
L2,M2,107.49,47.39,44.7,1.4690,125.5,205.50,6,93.59
L2,M1,105.69,51.04,39.5,1.0414,105.0,216.88,9,95.73
L2,M2,93.13,52.41,60.5,0.8064,103.7,182.77,5,93.91
L1,M2,100.15,53.65,58.6,0.8298,121.9,183.23,2,95.72
L1,M3,107.28,50.68,41.7,0.8354,114.4,186.88,4,94.53
L2,M1,97.31,47.45,54.5,0.8850,107.9,153.73,6,94.20
L1,M3,95.63,50.12,37.7,1.1846,102.9,205.82,8,94.11
L1,M1,95.77,52.07,41.2,0.5809,97.0,216.75,10,95.51
L1,M3,95.39,46.84,60.3,0.7138,102.2,196.01,8,94.77
L2,M1,102.32,52.31,43.8,0.9504,111.5,196.17,2,96.11
L1,M1,98.58,49.66,49.8,1.0607,,171.24,7,94.89
L1,M1,99.44,49.05,53.9,0.8631,115.4,186.52,6,92.56
L2,M3,93.04,49.99,61.8,1.3677,110.4,178.69,5,92.52
L2,M3,105.95,49.37,54.7,0.7642,114.7,186.05,11,94.89
L1,M3,106.32,52.29,52.6,0.9457,,195.53,8,94.30
L2,M3,94.19,48.93,48.8,0.9877,105.6,154.82,10,96.22
L2,M1,101.71,50.62,48.5,1.0268,125.1,201.11,11,95.43
L1,M2,106.27,53.12,54.9,1.0012,112.1,196.95,8,94.77
L2,M1,94.38,51.81,65.7,0.7972,125.9,188.22,10,96.57
L2,M2,100.01,45.99,34.3,1.5577,128.4,227.65,10,97.23
L2,M2,101.60,46.60,54.2,0.9190,108.4,183.89,8,93.12
L2,M1,101.35,51.25,43.8,1.2284,102.6,190.29,10,95.27
L1,M2,92.28,48.64,56.0,0.7527,112.8,180.79,9,92.92
L1,M3,102.62,49.67,45.7,1.2449,106.4,180.36,8,92.78
L1,M1,103.68,49.24,53.5,0.9844,121.0,151.93,11,93.86
L2,M2,101.46,49.97,65.4,1.1934,125.6,222.55,11,92.27
L2,M1,95.71,49.49,43.0,0.9534,110.3,217.59,7,94.47
L1,M2,96.94,50.57,38.4,0.9973,105.5,202.11,10,94.05
L2,M1,100.62,49.48,44.0,0.7681,107.6,203.12,9,94.66
L2,M1,102.35,50.73,44.6,0.9628,115.6,208.10,9,94.79
L1,M1,,51.10,28.0,1.0247,111.0,257.51,7,94.13
L1,M1,101.89,48.95,,1.2502,120.5,172.51,1,93.86
